Project,Id,Date of observation,Latitude,Longitude,Observer,Upload date,Edition date,Highlighted,Highlight type,Validated,Species,Photo name,Comments,Editor,Editor comments,Link,Protected level,Country code,Region,MPA name,Permanent location,Diver type,Skill in species recognition,Depth,Water temperature,Transect,Duration minutes,Coris julis,Diplodus puntazzo,Diplodus sargus,Diplodus vulgaris,Epinephelus marginatus,Fistularia commersonii,Muraena helena,Sarpa salpa,Sciaena umbra,Serranus cabrilla,Serranus scriba,Siganus,Sparisoma cretense,Sphyraena flavicauda,Sphyraena viridensis,Thalassoma pavo
Peixos i Escalfament,1714795,2020-07-27,41.19648,1.88654,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714795,Full,ES,CAT,Costes del Garraf,Test,Recreational advanced,Medium,21-30,,0,5,1,,,,1,,,,,111,,,,,,
Peixos i Escalfament,1714795,2020-07-27,41.19648,1.88654,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714795,Full,ES,CAT,Costes del Garraf,Test,Recreational advanced,Medium,21-30,,1,5,1,,,,,,,,,,,,,,,
Peixos i Escalfament,1714795,2020-07-27,41.19648,1.88654,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714795,Full,ES,CAT,Costes del Garraf,Test,Recreational advanced,Medium,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714795,2020-07-27,41.19648,1.88654,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714795,Full,ES,CAT,Costes del Garraf,Test,Recreational advanced,Medium,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714793,2020-07-27,42.19025,3.14377,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,Test,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714793,Full,ES,CAT,Aiguamolls De L'Alt EmpordÃ,Test,Recreational advanced,Very good,1-3,,0,5,2,,,,1,,,,,,,,,,,3
Peixos i Escalfament,1714793,2020-07-27,42.19025,3.14377,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,Test,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714793,Full,ES,CAT,Aiguamolls De L'Alt EmpordÃ,Test,Recreational advanced,Very good,1-3,,1,5,2,,,,,,,,,222,22,,,,,2
Peixos i Escalfament,1714793,2020-07-27,42.19025,3.14377,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,Test,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714793,Full,ES,CAT,Aiguamolls De L'Alt EmpordÃ,Test,Recreational advanced,Very good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714793,2020-07-27,42.19025,3.14377,Aqua Man ,2020-07-27 00:00:00+00:00,2020-07-27 00:00:00+00:00,No,No destacada,No,,,Test,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714793,Full,ES,CAT,Aiguamolls De L'Alt EmpordÃ,Test,Recreational advanced,Very good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714802,2020-07-28,40.87986,9.63425,Ernesto Azzurro,2020-07-28 00:00:00+00:00,2020-07-28 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714802,Out of MPA,IT,Sardegna,Out of MPA,PRUEBA,Researcher,Very good,1-3,33.0,0,5,,,,,11111,,,,,,,,1,,,
Peixos i Escalfament,1714802,2020-07-28,40.87986,9.63425,Ernesto Azzurro,2020-07-28 00:00:00+00:00,2020-07-28 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714802,Out of MPA,IT,Sardegna,Out of MPA,PRUEBA,Researcher,Very good,1-3,33.0,1,5,,,,,1,,,,,,,,,,,22
Peixos i Escalfament,1714802,2020-07-28,40.87986,9.63425,Ernesto Azzurro,2020-07-28 00:00:00+00:00,2020-07-28 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714802,Out of MPA,IT,Sardegna,Out of MPA,PRUEBA,Researcher,Very good,1-3,33.0,2,5,,,,,,,,,,,,,,,,3
Peixos i Escalfament,1714802,2020-07-28,40.87986,9.63425,Ernesto Azzurro,2020-07-28 00:00:00+00:00,2020-07-28 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714802,Out of MPA,IT,Sardegna,Out of MPA,PRUEBA,Researcher,Very good,1-3,33.0,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714798,2020-07-28,43.09831,2.94434,Aqua Man ,2020-07-28 00:00:00+00:00,2025-10-20 12:40:17.591226+00:00,No,No destacada,No,,AquaMan_637315295973017548.webp,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714798,Partial,FR,Occitanie,Narbonnaise En Mediterranee,test,Researcher,Medium,1-3,,0,5,2,,,,1,,,,,,,,,,,
Peixos i Escalfament,1714798,2020-07-28,43.09831,2.94434,Aqua Man ,2020-07-28 00:00:00+00:00,2025-10-20 12:40:17.591226+00:00,No,No destacada,No,,AquaMan_637315295973017548.webp,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714798,Partial,FR,Occitanie,Narbonnaise En Mediterranee,test,Researcher,Medium,1-3,,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714798,2020-07-28,43.09831,2.94434,Aqua Man ,2020-07-28 00:00:00+00:00,2025-10-20 12:40:17.591226+00:00,No,No destacada,No,,AquaMan_637315295973017548.webp,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714798,Partial,FR,Occitanie,Narbonnaise En Mediterranee,test,Researcher,Medium,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714798,2020-07-28,43.09831,2.94434,Aqua Man ,2020-07-28 00:00:00+00:00,2025-10-20 12:40:17.591226+00:00,No,No destacada,No,,AquaMan_637315295973017548.webp,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1714798,Partial,FR,Occitanie,Narbonnaise En Mediterranee,test,Researcher,Medium,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714859,2020-08-05,41.38588,2.19251,Ernesto Azzurro,2020-08-06 00:00:00+00:00,2020-08-06 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714859,Out of MPA,ES,Catalunya,Out of MPA,prueba,Researcher,Low,5-10,11.0,0,5,,,,,,,,,,,,1,,,,
Peixos i Escalfament,1714859,2020-08-05,41.38588,2.19251,Ernesto Azzurro,2020-08-06 00:00:00+00:00,2020-08-06 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714859,Out of MPA,ES,Catalunya,Out of MPA,prueba,Researcher,Low,5-10,11.0,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714859,2020-08-05,41.38588,2.19251,Ernesto Azzurro,2020-08-06 00:00:00+00:00,2020-08-06 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714859,Out of MPA,ES,Catalunya,Out of MPA,prueba,Researcher,Low,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1714859,2020-08-05,41.38588,2.19251,Ernesto Azzurro,2020-08-06 00:00:00+00:00,2020-08-06 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1714859,Out of MPA,ES,Catalunya,Out of MPA,prueba,Researcher,Low,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715019,2020-08-05,41.06353,8.28102,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715019,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,0,5,5,,,,,,,3,,,1,,,,,
Peixos i Escalfament,1715019,2020-08-05,41.06353,8.28102,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715019,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715019,2020-08-05,41.06353,8.28102,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715019,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715019,2020-08-05,41.06353,8.28102,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715019,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715015,2020-08-03,41.07811,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715015,Partial,IT,Sardegna,Out of MPA,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,0,5,,,,,,,,14,,3,5,,,,,
Peixos i Escalfament,1715015,2020-08-03,41.07811,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715015,Partial,IT,Sardegna,Out of MPA,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715015,2020-08-03,41.07811,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715015,Partial,IT,Sardegna,Out of MPA,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715015,2020-08-03,41.07811,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715015,Partial,IT,Sardegna,Out of MPA,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715018,2020-08-05,41.06342,8.28081,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715018,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,0,5,3,,,,,,,5,,1,,,,,,
Peixos i Escalfament,1715018,2020-08-05,41.06342,8.28081,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715018,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715018,2020-08-05,41.06342,8.28081,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715018,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715018,2020-08-05,41.06342,8.28081,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715018,Partial,IT,Sardegna,Isola Dell'Asinara,Ossario,Recreational advanced,Good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715016,2020-08-03,41.07793,8.33476,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715016,Partial,IT,Sardegna,Isola Dell'Asinara,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,0,5,4,,,,,,,13,,1,3,,,,,
Peixos i Escalfament,1715016,2020-08-03,41.07793,8.33476,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715016,Partial,IT,Sardegna,Isola Dell'Asinara,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,1,5,7,,,,,,,12,,,,,,,,
Peixos i Escalfament,1715016,2020-08-03,41.07793,8.33476,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715016,Partial,IT,Sardegna,Isola Dell'Asinara,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715016,2020-08-03,41.07793,8.33476,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715016,Partial,IT,Sardegna,Isola Dell'Asinara,Cala dei detenuti,Recreational advanced,Medium,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715021,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715021,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,0,5,5,,,,,,,6,,,2,,,,,2
Peixos i Escalfament,1715021,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715021,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715021,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715021,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715021,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715021,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715022,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715022,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,0,5,5,,,,,,,6,,,2,,,,,2
Peixos i Escalfament,1715022,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715022,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715022,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715022,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715022,2020-08-08,41.08003,8.33516,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715022,Partial,IT,Sardegna,Isola Dell'Asinara,Porto cala d'oliva,Recreational advanced,Good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715020,2020-08-08,41.07998,8.33522,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715020,Partial,IT,Sardegna,Isola Dell'Asinara,Porto Cala D'oliva ,Recreational advanced,Good,Snorkel,,0,5,5,,,,,,,4,,,3,,,,,2
Peixos i Escalfament,1715020,2020-08-08,41.07998,8.33522,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715020,Partial,IT,Sardegna,Isola Dell'Asinara,Porto Cala D'oliva ,Recreational advanced,Good,Snorkel,,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715020,2020-08-08,41.07998,8.33522,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715020,Partial,IT,Sardegna,Isola Dell'Asinara,Porto Cala D'oliva ,Recreational advanced,Good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715020,2020-08-08,41.07998,8.33522,Cristina  Bonino ,2020-09-05 00:00:00+00:00,2020-09-05 00:00:00+00:00,No,No destacada,No,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715020,Partial,IT,Sardegna,Isola Dell'Asinara,Porto Cala D'oliva ,Recreational advanced,Good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715061,2020-09-09,44.30859,9.18194,Fabio Figurella ,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,No,No destacada,Yes,,,Training dives Portofino MPA-ENGAGE Event.,,,https://www.observadoresdelmar.es/Observations/1715061,Partial,IT,Liguria,Portofino,Secca Gonzatti,Recreational advanced,Good,11-20,25.0,0,5,12,,,,2,,,,,1,4,,,,,
Peixos i Escalfament,1715061,2020-09-09,44.30859,9.18194,Fabio Figurella ,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,No,No destacada,Yes,,,Training dives Portofino MPA-ENGAGE Event.,,,https://www.observadoresdelmar.es/Observations/1715061,Partial,IT,Liguria,Portofino,Secca Gonzatti,Recreational advanced,Good,11-20,25.0,1,5,10,,,,2,,,,,6,1,,,,,
Peixos i Escalfament,1715061,2020-09-09,44.30859,9.18194,Fabio Figurella ,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,No,No destacada,Yes,,,Training dives Portofino MPA-ENGAGE Event.,,,https://www.observadoresdelmar.es/Observations/1715061,Partial,IT,Liguria,Portofino,Secca Gonzatti,Recreational advanced,Good,5-10,25.0,2,5,11,,,,1,,,10,,1,2,,,,,2
Peixos i Escalfament,1715061,2020-09-09,44.30859,9.18194,Fabio Figurella ,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,No,No destacada,Yes,,,Training dives Portofino MPA-ENGAGE Event.,,,https://www.observadoresdelmar.es/Observations/1715061,Partial,IT,Liguria,Portofino,Secca Gonzatti,Recreational advanced,Good,5-10,25.0,3,5,9,,,,1,,,,,2,1,,,,,3
Peixos i Escalfament,1715162,2020-09-22,41.19923,1.8591,Aqua Man ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1715162,Full,ES,CAT,Costes del Garraf,xxx,MPA staff,Test,21-30,11.0,0,5,,,,,11,,,,,,,,,,,33
Peixos i Escalfament,1715162,2020-09-22,41.19923,1.8591,Aqua Man ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1715162,Full,ES,CAT,Costes del Garraf,xxx,MPA staff,Test,21-30,11.0,1,5,,,,,22,,,,,,,,,,,44
Peixos i Escalfament,1715162,2020-09-22,41.19923,1.8591,Aqua Man ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1715162,Full,ES,CAT,Costes del Garraf,xxx,MPA staff,Test,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715162,2020-09-22,41.19923,1.8591,Aqua Man ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,No,,,,Aqua Man ,,https://www.observadoresdelmar.es/Observations/1715162,Full,ES,CAT,Costes del Garraf,xxx,MPA staff,Test,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715164,2020-09-22,38.69459,13.18319,Fabio Figurella ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,Yes,,,Training event MPA-ENGAGE.,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715164,Partial,IT,Sicilia,Isola Di Ustica,Punta Galera,Researcher,Test,11-20,26.0,0,5,9,,,,5,,,29,,,11,,,,,1
Peixos i Escalfament,1715164,2020-09-22,38.69459,13.18319,Fabio Figurella ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,Yes,,,Training event MPA-ENGAGE.,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715164,Partial,IT,Sicilia,Isola Di Ustica,Punta Galera,Researcher,Test,11-20,26.0,1,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715164,2020-09-22,38.69459,13.18319,Fabio Figurella ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,Yes,,,Training event MPA-ENGAGE.,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715164,Partial,IT,Sicilia,Isola Di Ustica,Punta Galera,Researcher,Test,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715164,2020-09-22,38.69459,13.18319,Fabio Figurella ,2020-09-22 00:00:00+00:00,2020-09-22 00:00:00+00:00,No,No destacada,Yes,,,Training event MPA-ENGAGE.,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715164,Partial,IT,Sicilia,Isola Di Ustica,Punta Galera,Researcher,Test,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715168,2020-09-23,38.71979,13.18314,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1715168,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Good,11-20,26.0,0,5,1,,,,,,,10,,3,11,,,,,
Peixos i Escalfament,1715168,2020-09-23,38.71979,13.18314,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1715168,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Good,11-20,26.0,1,5,5,,,,,,,5,,5,6,,,,,3
Peixos i Escalfament,1715168,2020-09-23,38.71979,13.18314,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1715168,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715168,2020-09-23,38.71979,13.18314,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,No,,,,,,https://www.observadoresdelmar.es/Observations/1715168,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715166,2020-09-23,38.71969,13.18312,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715166,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Very good,5-10,27.0,0,5,5,,,,1,,,8,,,4,,,,,
Peixos i Escalfament,1715166,2020-09-23,38.71969,13.18312,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715166,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Very good,5-10,27.0,1,5,8,,,,,,,6,,,2,,,,,
Peixos i Escalfament,1715166,2020-09-23,38.71969,13.18312,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715166,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Very good,Snorkel,,2,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715166,2020-09-23,38.71969,13.18312,TATIANA GELOSO ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715166,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Researcher,Very good,Snorkel,,3,,,,,,,,,,,,,,,,,
Peixos i Escalfament,1715172,2020-09-23,38.72003,13.18358,Alessandro Gallo ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715172,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Recreational advanced,Very good,5-10,27.0,0,5,5,,,,,,,2,,1,6,,,,,
Peixos i Escalfament,1715172,2020-09-23,38.72003,13.18358,Alessandro Gallo ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715172,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Recreational advanced,Very good,5-10,27.0,1,5,4,,,,,,,7,,1,1,,,,,
Peixos i Escalfament,1715172,2020-09-23,38.72003,13.18358,Alessandro Gallo ,2020-09-23 00:00:00+00:00,2020-09-23 00:00:00+00:00,No,No destacada,Yes,,,,Ernesto Azzurro,,https://www.observadoresdelmar.es/Observations/1715172,Full,IT,Sicilia,Isola Di Ustica,Faraglioni,Recreational advanced,Very good,Snorkel,,2,,,,,,,,,,,,,,,,,
