"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21565420, SEN S/N: 21565420)"	"Acoplador separado (LGR S/N: 21565420, SEN S/N: 21565420)"	"Acoplador adjunto (LGR S/N: 21565420, SEN S/N: 21565420)"	"Host conectado (LGR S/N: 21565420, SEN S/N: 21565420)"	"Parado (LGR S/N: 21565420, SEN S/N: 21565420)"	"Final de archivo (LGR S/N: 21565420, SEN S/N: 21565420)"
1	09/09/25	11:00:00	24.944	Registrado				
2	09/09/25	11:30:00	25.186					
3	09/09/25	12:00:00	17.225					
4	09/09/25	12:30:00	23.400					
5	09/09/25	13:00:00	23.400					
6	09/09/25	13:30:00	23.448					
7	09/09/25	14:00:00	23.424					
8	09/09/25	14:30:00	23.400					
9	09/09/25	15:00:00	23.424					
10	09/09/25	15:30:00	23.424					
11	09/09/25	16:00:00	23.400					
12	09/09/25	16:30:00	23.424					
13	09/09/25	17:00:00	23.448					
14	09/09/25	17:30:00	23.424					
15	09/09/25	18:00:00	23.400					
16	09/09/25	18:30:00	23.400					
17	09/09/25	19:00:00	23.376					
18	09/09/25	19:30:00	23.352					
19	09/09/25	20:00:00	23.328					
20	09/09/25	20:30:00	23.208					
21	09/09/25	21:00:00	23.184					
22	09/09/25	21:30:00	23.160					
23	09/09/25	22:00:00	23.208					
24	09/09/25	22:30:00	23.184					
25	09/09/25	23:00:00	23.112					
26	09/09/25	23:30:00	22.992					
27	10/09/25	00:00:00	22.968					
28	10/09/25	00:30:00	22.992					
29	10/09/25	01:00:00	22.944					
30	10/09/25	01:30:00	22.944					
31	10/09/25	02:00:00	22.944					
32	10/09/25	02:30:00	22.872					
33	10/09/25	03:00:00	22.753					
34	10/09/25	03:30:00	22.705					
35	10/09/25	04:00:00	22.681					
36	10/09/25	04:30:00	22.705					
37	10/09/25	05:00:00	22.729					
38	10/09/25	05:30:00	22.657					
39	10/09/25	06:00:00	22.657					
40	10/09/25	06:30:00	22.681					
41	10/09/25	07:00:00	22.681					
42	10/09/25	07:30:00	22.753					
43	10/09/25	08:00:00	22.776					
44	10/09/25	08:30:00	22.705					
45	10/09/25	09:00:00	22.753					
46	10/09/25	09:30:00	22.753					
47	10/09/25	10:00:00	22.800					
48	10/09/25	10:30:00	22.800					
49	10/09/25	11:00:00	22.776					
50	10/09/25	11:30:00	22.776					
51	10/09/25	12:00:00	22.824					
52	10/09/25	12:30:00	22.872					
53	10/09/25	13:00:00	22.848					
54	10/09/25	13:30:00	22.872					
55	10/09/25	14:00:00	22.824					
56	10/09/25	14:30:00	22.800					
57	10/09/25	15:00:00	22.824					
58	10/09/25	15:30:00	22.776					
59	10/09/25	16:00:00	22.776					
60	10/09/25	16:30:00	22.729					
61	10/09/25	17:00:00	22.681					
62	10/09/25	17:30:00	22.657					
63	10/09/25	18:00:00	22.657					
64	10/09/25	18:30:00	22.633					
65	10/09/25	19:00:00	22.585					
66	10/09/25	19:30:00	22.561					
67	10/09/25	20:00:00	22.513					
68	10/09/25	20:30:00	22.489					
69	10/09/25	21:00:00	22.441					
70	10/09/25	21:30:00	22.489					
71	10/09/25	22:00:00	22.393					
72	10/09/25	22:30:00	22.274					
73	10/09/25	23:00:00	22.250					
74	10/09/25	23:30:00	22.202					
75	11/09/25	00:00:00	22.130					
76	11/09/25	00:30:00	22.082					
77	11/09/25	01:00:00	21.987					
78	11/09/25	01:30:00	21.915					
79	11/09/25	02:00:00	21.819					
80	11/09/25	02:30:00	21.748					
81	11/09/25	03:00:00	21.700					
82	11/09/25	03:30:00	21.652					
83	11/09/25	04:00:00	21.604					
84	11/09/25	04:30:00	21.557					
85	11/09/25	05:00:00	21.533					
86	11/09/25	05:30:00	21.509					
87	11/09/25	06:00:00	21.485					
88	11/09/25	06:30:00	21.437					
89	11/09/25	07:00:00	21.390					
90	11/09/25	07:30:00	21.294					
91	11/09/25	08:00:00	21.151					
92	11/09/25	08:30:00	21.008					
93	11/09/25	09:00:00	20.865					
94	11/09/25	09:30:00	20.698					
95	11/09/25	10:00:00	20.627					
96	11/09/25	10:30:00	20.507					
97	11/09/25	11:00:00	20.507					
98	11/09/25	11:30:00	20.436					
99	11/09/25	12:00:00	20.388					
100	11/09/25	12:30:00	20.293					
101	11/09/25	13:00:00	20.269					
102	11/09/25	13:30:00	20.150					
103	11/09/25	14:00:00	20.055					
104	11/09/25	14:30:00	19.960					
105	11/09/25	15:00:00	19.960					
106	11/09/25	15:30:00	19.841					
107	11/09/25	16:00:00	19.793					
108	11/09/25	16:30:00	19.555					
109	11/09/25	17:00:00	19.389					
110	11/09/25	17:30:00	19.318					
111	11/09/25	18:00:00	19.222					
112	11/09/25	18:30:00	19.056					
113	11/09/25	19:00:00	18.818					
114	11/09/25	19:30:00	18.604					
115	11/09/25	20:00:00	18.509					
116	11/09/25	20:30:00	18.414					
117	11/09/25	21:00:00	18.224					
118	11/09/25	21:30:00	18.057					
119	11/09/25	22:00:00	17.962					
120	11/09/25	22:30:00	17.796					
121	11/09/25	23:00:00	17.677					
122	11/09/25	23:30:00	17.605					
123	12/09/25	00:00:00	17.510					
124	12/09/25	00:30:00	17.391					
125	12/09/25	01:00:00	17.320					
126	12/09/25	01:30:00	17.320					
127	12/09/25	02:00:00	17.249					
128	12/09/25	02:30:00	17.201					
129	12/09/25	03:00:00	17.153					
130	12/09/25	03:30:00	17.130					
131	12/09/25	04:00:00	17.106					
132	12/09/25	04:30:00	17.082					
133	12/09/25	05:00:00	17.082					
134	12/09/25	05:30:00	17.082					
135	12/09/25	06:00:00	17.225					
136	12/09/25	06:30:00	17.915					
137	12/09/25	07:00:00	18.081					
138	12/09/25	07:30:00	17.677					
139	12/09/25	08:00:00	18.033					
140	12/09/25	08:30:00	18.200					
141	12/09/25	09:00:00	18.509					
142	12/09/25	09:30:00	18.652					
143	12/09/25	10:00:00	18.723					
144	12/09/25	10:30:00	18.818					
145	12/09/25	11:00:00	18.937					
146	12/09/25	11:30:00	19.056					
147	12/09/25	12:00:00	19.199					
148	12/09/25	12:30:00	19.246					
149	12/09/25	13:00:00	19.294					
150	12/09/25	13:30:00	19.341					
151	12/09/25	14:00:00	19.294					
152	12/09/25	14:30:00	19.341					
153	12/09/25	15:00:00	19.436					
154	12/09/25	15:30:00	19.413					
155	12/09/25	16:00:00	19.436					
156	12/09/25	16:30:00	19.389					
157	12/09/25	17:00:00	19.365					
158	12/09/25	17:30:00	19.294					
159	12/09/25	18:00:00	19.222					
160	12/09/25	18:30:00	19.103					
161	12/09/25	19:00:00	19.008					
162	12/09/25	19:30:00	18.937					
163	12/09/25	20:00:00	18.818					
164	12/09/25	20:30:00	18.747					
165	12/09/25	21:00:00	18.747					
166	12/09/25	21:30:00	18.699					
167	12/09/25	22:00:00	18.652					
168	12/09/25	22:30:00	18.628					
169	12/09/25	23:00:00	18.533					
170	12/09/25	23:30:00	18.105					
171	13/09/25	00:00:00	17.582					
172	13/09/25	00:30:00	17.463					
173	13/09/25	01:00:00	17.629					
174	13/09/25	01:30:00	17.938					
175	13/09/25	02:00:00	17.962					
176	13/09/25	02:30:00	17.867					
177	13/09/25	03:00:00	17.867					
178	13/09/25	03:30:00	17.962					
179	13/09/25	04:00:00	18.152					
180	13/09/25	04:30:00	18.271					
181	13/09/25	05:00:00	18.343					
182	13/09/25	05:30:00	18.295					
183	13/09/25	06:00:00	18.224					
184	13/09/25	06:30:00	18.604					
185	13/09/25	07:00:00	18.842					
186	13/09/25	07:30:00	18.794					
187	13/09/25	08:00:00	18.889					
188	13/09/25	08:30:00	18.699					
189	13/09/25	09:00:00	18.818					
190	13/09/25	09:30:00	19.032					
191	13/09/25	10:00:00	19.341					
192	13/09/25	10:30:00	19.056					
193	13/09/25	11:00:00	19.103					
194	13/09/25	11:30:00	19.175					
195	13/09/25	12:00:00	18.889					
196	13/09/25	12:30:00	18.747					
197	13/09/25	13:00:00	18.699					
198	13/09/25	13:30:00	18.366					
199	13/09/25	14:00:00	18.533					
200	13/09/25	14:30:00	18.604					
201	13/09/25	15:00:00	18.628					
202	13/09/25	15:30:00	18.533					
203	13/09/25	16:00:00	18.366					
204	13/09/25	16:30:00	17.938					
205	13/09/25	17:00:00	18.057					
206	13/09/25	17:30:00	18.485					
207	13/09/25	18:00:00	18.176					
208	13/09/25	18:30:00	18.176					
209	13/09/25	19:00:00	18.057					
210	13/09/25	19:30:00	18.057					
211	13/09/25	20:00:00	18.010					
212	13/09/25	20:30:00	18.200					
213	13/09/25	21:00:00	18.247					
214	13/09/25	21:30:00	18.224					
215	13/09/25	22:00:00	18.343					
216	13/09/25	22:30:00	18.675					
217	13/09/25	23:00:00	18.985					
218	13/09/25	23:30:00	19.365					
219	14/09/25	00:00:00	19.579					
220	14/09/25	00:30:00	19.436					
221	14/09/25	01:00:00	19.532					
222	14/09/25	01:30:00	19.674					
223	14/09/25	02:00:00	19.722					
224	14/09/25	02:30:00	19.746					
225	14/09/25	03:00:00	19.746					
226	14/09/25	03:30:00	19.770					
227	14/09/25	04:00:00	19.698					
228	14/09/25	04:30:00	19.746					
229	14/09/25	05:00:00	19.817					
230	14/09/25	05:30:00	19.508					
231	14/09/25	06:00:00	19.056					
232	14/09/25	06:30:00	18.771					
233	14/09/25	07:00:00	18.818					
234	14/09/25	07:30:00	18.961					
235	14/09/25	08:00:00	19.127					
236	14/09/25	08:30:00	19.032					
237	14/09/25	09:00:00	18.628					
238	14/09/25	09:30:00	19.032					
239	14/09/25	10:00:00	19.056					
240	14/09/25	10:30:00	18.985					
241	14/09/25	11:00:00	19.080					
242	14/09/25	11:30:00	19.080					
243	14/09/25	12:00:00	19.151					
244	14/09/25	12:30:00	19.246					
245	14/09/25	13:00:00	19.484					
246	14/09/25	13:30:00	19.460					
247	14/09/25	14:00:00	19.484					
248	14/09/25	14:30:00	19.365					
249	14/09/25	15:00:00	19.413					
250	14/09/25	15:30:00	19.674					
251	14/09/25	16:00:00	19.436					
252	14/09/25	16:30:00	19.341					
253	14/09/25	17:00:00	19.579					
254	14/09/25	17:30:00	19.603					
255	14/09/25	18:00:00	19.532					
256	14/09/25	18:30:00	19.579					
257	14/09/25	19:00:00	19.532					
258	14/09/25	19:30:00	19.627					
259	14/09/25	20:00:00	19.579					
260	14/09/25	20:30:00	19.532					
261	14/09/25	21:00:00	19.532					
262	14/09/25	21:30:00	19.484					
263	14/09/25	22:00:00	19.413					
264	14/09/25	22:30:00	19.341					
265	14/09/25	23:00:00	19.294					
266	14/09/25	23:30:00	19.270					
267	15/09/25	00:00:00	19.199					
268	15/09/25	00:30:00	19.175					
269	15/09/25	01:00:00	19.151					
270	15/09/25	01:30:00	19.080					
271	15/09/25	02:00:00	19.008					
272	15/09/25	02:30:00	19.032					
273	15/09/25	03:00:00	19.008					
274	15/09/25	03:30:00	19.032					
275	15/09/25	04:00:00	19.056					
276	15/09/25	04:30:00	19.056					
277	15/09/25	05:00:00	19.080					
278	15/09/25	05:30:00	19.056					
279	15/09/25	06:00:00	19.032					
280	15/09/25	06:30:00	19.008					
281	15/09/25	07:00:00	19.008					
282	15/09/25	07:30:00	18.985					
283	15/09/25	08:00:00	18.985					
284	15/09/25	08:30:00	19.270					
285	15/09/25	09:00:00	19.651					
286	15/09/25	09:30:00	19.674					
287	15/09/25	10:00:00	19.912					
288	15/09/25	10:30:00	19.936					
289	15/09/25	11:00:00	20.246					
290	15/09/25	11:30:00	20.388					
291	15/09/25	12:00:00	20.412					
292	15/09/25	12:30:00	20.579					
293	15/09/25	13:00:00	20.698					
294	15/09/25	13:30:00	20.889					
295	15/09/25	14:00:00	21.103					
296	15/09/25	14:30:00	21.246					
297	15/09/25	15:00:00	21.318					
298	15/09/25	15:30:00	21.294					
299	15/09/25	16:00:00	21.509					
300	15/09/25	16:30:00	21.533					
301	15/09/25	17:00:00	21.581					
302	15/09/25	17:30:00	21.557					
303	15/09/25	18:00:00	21.485					
304	15/09/25	18:30:00	21.485					
305	15/09/25	19:00:00	21.413					
306	15/09/25	19:30:00	21.390					
307	15/09/25	20:00:00	21.342					
308	15/09/25	20:30:00	21.318					
309	15/09/25	21:00:00	21.223					
310	15/09/25	21:30:00	21.246					
311	15/09/25	22:00:00	21.127					
312	15/09/25	22:30:00	21.032					
313	15/09/25	23:00:00	20.984					
314	15/09/25	23:30:00	20.889					
315	16/09/25	00:00:00	20.841					
316	16/09/25	00:30:00	20.841					
317	16/09/25	01:00:00	20.889					
318	16/09/25	01:30:00	20.936					
319	16/09/25	02:00:00	20.984					
320	16/09/25	02:30:00	21.032					
321	16/09/25	03:00:00	21.056					
322	16/09/25	03:30:00	21.056					
323	16/09/25	04:00:00	21.056					
324	16/09/25	04:30:00	21.032					
325	16/09/25	05:00:00	21.008					
326	16/09/25	05:30:00	21.008					
327	16/09/25	06:00:00	20.984					
328	16/09/25	06:30:00	20.984					
329	16/09/25	07:00:00	20.984					
330	16/09/25	07:30:00	20.960					
331	16/09/25	08:00:00	20.936					
332	16/09/25	08:30:00	20.865					
333	16/09/25	09:00:00	20.841					
334	16/09/25	09:30:00	20.793					
335	16/09/25	10:00:00	20.793					
336	16/09/25	10:30:00	20.793					
337	16/09/25	11:00:00	20.793					
338	16/09/25	11:30:00	20.841					
339	16/09/25	12:00:00	20.936					
340	16/09/25	12:30:00	20.960					
341	16/09/25	13:00:00	20.936					
342	16/09/25	13:30:00	20.913					
343	16/09/25	14:00:00	20.889					
344	16/09/25	14:30:00	20.889					
345	16/09/25	15:00:00	20.793					
346	16/09/25	15:30:00	20.793					
347	16/09/25	16:00:00	20.698					
348	16/09/25	16:30:00	20.650					
349	16/09/25	17:00:00	20.531					
350	16/09/25	17:30:00	20.507					
351	16/09/25	18:00:00	20.507					
352	16/09/25	18:30:00	20.531					
353	16/09/25	19:00:00	20.484					
354	16/09/25	19:30:00	20.436					
355	16/09/25	20:00:00	20.388					
356	16/09/25	20:30:00	20.365					
357	16/09/25	21:00:00	20.293					
358	16/09/25	21:30:00	20.222					
359	16/09/25	22:00:00	20.222					
360	16/09/25	22:30:00	20.198					
361	16/09/25	23:00:00	20.174					
362	16/09/25	23:30:00	20.103					
363	17/09/25	00:00:00	20.031					
364	17/09/25	00:30:00	19.960					
365	17/09/25	01:00:00	19.817					
366	17/09/25	01:30:00	19.722					
367	17/09/25	02:00:00	19.603					
368	17/09/25	02:30:00	19.532					
369	17/09/25	03:00:00	19.460					
370	17/09/25	03:30:00	19.341					
371	17/09/25	04:00:00	19.294					
372	17/09/25	04:30:00	19.151					
373	17/09/25	05:00:00	19.032					
374	17/09/25	05:30:00	18.889					
375	17/09/25	06:00:00	18.747					
376	17/09/25	06:30:00	18.557					
377	17/09/25	07:00:00	18.390					
378	17/09/25	07:30:00	18.295					
379	17/09/25	08:00:00	18.247					
380	17/09/25	08:30:00	18.414					
381	17/09/25	09:00:00	18.604					
382	17/09/25	09:30:00	18.818					
383	17/09/25	10:00:00	18.913					
384	17/09/25	10:30:00	18.937					
385	17/09/25	11:00:00	18.985					
386	17/09/25	11:30:00	18.771					
387	17/09/25	12:00:00	18.842					
388	17/09/25	12:30:00	18.961					
389	17/09/25	13:00:00	19.008					
390	17/09/25	13:30:00	19.199					
391	17/09/25	14:00:00	19.151					
392	17/09/25	14:30:00	19.151					
393	17/09/25	15:00:00	19.246					
394	17/09/25	15:30:00	19.341					
395	17/09/25	16:00:00	19.389					
396	17/09/25	16:30:00	19.436					
397	17/09/25	17:00:00	19.508					
398	17/09/25	17:30:00	19.579					
399	17/09/25	18:00:00	19.627					
400	17/09/25	18:30:00	19.651					
401	17/09/25	19:00:00	19.865					
402	17/09/25	19:30:00	19.865					
403	17/09/25	20:00:00	19.936					
404	17/09/25	20:30:00	19.960					
405	17/09/25	21:00:00	20.031					
406	17/09/25	21:30:00	19.984					
407	17/09/25	22:00:00	19.984					
408	17/09/25	22:30:00	19.817					
409	17/09/25	23:00:00	19.627					
410	17/09/25	23:30:00	19.627					
411	18/09/25	00:00:00	19.627					
412	18/09/25	00:30:00	19.603					
413	18/09/25	01:00:00	19.579					
414	18/09/25	01:30:00	19.603					
415	18/09/25	02:00:00	19.627					
416	18/09/25	02:30:00	19.698					
417	18/09/25	03:00:00	19.746					
418	18/09/25	03:30:00	19.698					
419	18/09/25	04:00:00	19.793					
420	18/09/25	04:30:00	19.770					
421	18/09/25	05:00:00	19.793					
422	18/09/25	05:30:00	19.817					
423	18/09/25	06:00:00	19.770					
424	18/09/25	06:30:00	19.770					
425	18/09/25	07:00:00	19.698					
426	18/09/25	07:30:00	19.746					
427	18/09/25	08:00:00	19.817					
428	18/09/25	08:30:00	19.888					
429	18/09/25	09:00:00	19.936					
430	18/09/25	09:30:00	19.698					
431	18/09/25	10:00:00	19.722					
432	18/09/25	10:30:00	19.841					
433	18/09/25	11:00:00	19.912					
434	18/09/25	11:30:00	19.984					
435	18/09/25	12:00:00	19.698					
436	18/09/25	12:30:00	19.841					
437	18/09/25	13:00:00	19.912					
438	18/09/25	13:30:00	20.007					
439	18/09/25	14:00:00	20.222					
440	18/09/25	14:30:00	20.507					
441	18/09/25	15:00:00	20.841					
442	18/09/25	15:30:00	21.366					
443	18/09/25	16:00:00	21.461					
444	18/09/25	16:30:00	21.151					
445	18/09/25	17:00:00	21.700					
446	18/09/25	17:30:00	22.011					
447	18/09/25	18:00:00	22.369					
448	18/09/25	18:30:00	22.585					
449	18/09/25	19:00:00	22.705					
450	18/09/25	19:30:00	22.944					
451	18/09/25	20:00:00	23.040					
452	18/09/25	20:30:00	23.088					
453	18/09/25	21:00:00	23.160					
454	18/09/25	21:30:00	23.232					
455	18/09/25	22:00:00	23.280					
456	18/09/25	22:30:00	23.256					
457	18/09/25	23:00:00	23.352					
458	18/09/25	23:30:00	23.328					
459	19/09/25	00:00:00	23.376					
460	19/09/25	00:30:00	23.352					
461	19/09/25	01:00:00	23.352					
462	19/09/25	01:30:00	23.352					
463	19/09/25	02:00:00	23.376					
464	19/09/25	02:30:00	23.400					
465	19/09/25	03:00:00	23.400					
466	19/09/25	03:30:00	23.400					
467	19/09/25	04:00:00	23.400					
468	19/09/25	04:30:00	23.400					
469	19/09/25	05:00:00	23.352					
470	19/09/25	05:30:00	23.328					
471	19/09/25	06:00:00	23.400					
472	19/09/25	06:30:00	23.400					
473	19/09/25	07:00:00	23.400					
474	19/09/25	07:30:00	23.376					
475	19/09/25	08:00:00	23.304					
476	19/09/25	08:30:00	23.112					
477	19/09/25	09:00:00	22.800					
478	19/09/25	09:30:00	22.753					
479	19/09/25	10:00:00	22.753					
480	19/09/25	10:30:00	22.776					
481	19/09/25	11:00:00	22.776					
482	19/09/25	11:30:00	22.776					
483	19/09/25	12:00:00	22.800					
484	19/09/25	12:30:00	22.848					
485	19/09/25	13:00:00	22.872					
486	19/09/25	13:30:00	22.824					
487	19/09/25	14:00:00	22.968					
488	19/09/25	14:30:00	23.136					
489	19/09/25	15:00:00	23.208					
490	19/09/25	15:30:00	23.304					
491	19/09/25	16:00:00	23.376					
492	19/09/25	16:30:00	23.352					
493	19/09/25	17:00:00	23.400					
494	19/09/25	17:30:00	23.328					
495	19/09/25	18:00:00	23.280					
496	19/09/25	18:30:00	23.256					
497	19/09/25	19:00:00	23.352					
498	19/09/25	19:30:00	23.280					
499	19/09/25	20:00:00	23.280					
500	19/09/25	20:30:00	23.376					
501	19/09/25	21:00:00	23.497					
502	19/09/25	21:30:00	23.641					
503	19/09/25	22:00:00	23.665					
504	19/09/25	22:30:00	23.593					
505	19/09/25	23:00:00	23.593					
506	19/09/25	23:30:00	23.569					
507	20/09/25	00:00:00	23.521					
508	20/09/25	00:30:00	23.472					
509	20/09/25	01:00:00	23.448					
510	20/09/25	01:30:00	23.448					
511	20/09/25	02:00:00	23.521					
512	20/09/25	02:30:00	23.545					
513	20/09/25	03:00:00	23.545					
514	20/09/25	03:30:00	23.545					
515	20/09/25	04:00:00	23.497					
516	20/09/25	04:30:00	23.448					
517	20/09/25	05:00:00	23.424					
518	20/09/25	05:30:00	23.400					
519	20/09/25	06:00:00	23.400					
520	20/09/25	06:30:00	23.376					
521	20/09/25	07:00:00	23.328					
522	20/09/25	07:30:00	23.304					
523	20/09/25	08:00:00	23.256					
524	20/09/25	08:30:00	23.232					
525	20/09/25	09:00:00	23.208					
526	20/09/25	09:30:00	23.208					
527	20/09/25	10:00:00	23.208					
528	20/09/25	10:30:00	23.184					
529	20/09/25	11:00:00	23.184					
530	20/09/25	11:30:00	23.184					
531	20/09/25	12:00:00	23.208					
532	20/09/25	12:30:00	23.208					
533	20/09/25	13:00:00	23.208					
534	20/09/25	13:30:00	23.232					
535	20/09/25	14:00:00	23.208					
536	20/09/25	14:30:00	23.208					
537	20/09/25	15:00:00	23.448					
538	20/09/25	15:30:00	23.617					
539	20/09/25	16:00:00	23.641					
540	20/09/25	16:30:00	23.665					
541	20/09/25	17:00:00	23.593					
542	20/09/25	17:30:00	23.521					
543	20/09/25	18:00:00	23.545					
544	20/09/25	18:30:00	23.593					
545	20/09/25	19:00:00	23.593					
546	20/09/25	19:30:00	23.617					
547	20/09/25	20:00:00	23.569					
548	20/09/25	20:30:00	23.569					
549	20/09/25	21:00:00	23.569					
550	20/09/25	21:30:00	23.545					
551	20/09/25	22:00:00	23.545					
552	20/09/25	22:30:00	23.497					
553	20/09/25	23:00:00	23.472					
554	20/09/25	23:30:00	23.448					
555	21/09/25	00:00:00	23.448					
556	21/09/25	00:30:00	23.448					
557	21/09/25	01:00:00	23.448					
558	21/09/25	01:30:00	23.424					
559	21/09/25	02:00:00	23.424					
560	21/09/25	02:30:00	23.424					
561	21/09/25	03:00:00	23.448					
562	21/09/25	03:30:00	23.448					
563	21/09/25	04:00:00	23.448					
564	21/09/25	04:30:00	23.424					
565	21/09/25	05:00:00	23.424					
566	21/09/25	05:30:00	23.424					
567	21/09/25	06:00:00	23.400					
568	21/09/25	06:30:00	23.400					
569	21/09/25	07:00:00	23.400					
570	21/09/25	07:30:00	23.376					
571	21/09/25	08:00:00	23.352					
572	21/09/25	08:30:00	23.376					
573	21/09/25	09:00:00	23.376					
574	21/09/25	09:30:00	23.400					
575	21/09/25	10:00:00	23.376					
576	21/09/25	10:30:00	23.376					
577	21/09/25	11:00:00	23.400					
578	21/09/25	11:30:00	23.400					
579	21/09/25	12:00:00	23.400					
580	21/09/25	12:30:00	23.376					
581	21/09/25	13:00:00	23.448					
582	21/09/25	13:30:00	23.472					
583	21/09/25	14:00:00	23.472					
584	21/09/25	14:30:00	23.448					
585	21/09/25	15:00:00	23.448					
586	21/09/25	15:30:00	23.448					
587	21/09/25	16:00:00	23.448					
588	21/09/25	16:30:00	23.424					
589	21/09/25	17:00:00	23.424					
590	21/09/25	17:30:00	23.424					
591	21/09/25	18:00:00	23.424					
592	21/09/25	18:30:00	23.424					
593	21/09/25	19:00:00	23.424					
594	21/09/25	19:30:00	23.424					
595	21/09/25	20:00:00	23.424					
596	21/09/25	20:30:00	23.400					
597	21/09/25	21:00:00	23.424					
598	21/09/25	21:30:00	23.400					
599	21/09/25	22:00:00	23.400					
600	21/09/25	22:30:00	23.400					
601	21/09/25	23:00:00	23.400					
602	21/09/25	23:30:00	23.376					
603	22/09/25	00:00:00	23.376					
604	22/09/25	00:30:00	23.352					
605	22/09/25	01:00:00	23.376					
606	22/09/25	01:30:00	23.376					
607	22/09/25	02:00:00	23.376					
608	22/09/25	02:30:00	23.352					
609	22/09/25	03:00:00	23.352					
610	22/09/25	03:30:00	23.352					
611	22/09/25	04:00:00	23.304					
612	22/09/25	04:30:00	23.304					
