"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20852775, SEN S/N: 20852775)"	"Acoplador separado (LGR S/N: 20852775, SEN S/N: 20852775)"	"Acoplador adjunto (LGR S/N: 20852775, SEN S/N: 20852775)"	"Host conectado (LGR S/N: 20852775, SEN S/N: 20852775)"	"Parado (LGR S/N: 20852775, SEN S/N: 20852775)"	"Final de archivo (LGR S/N: 20852775, SEN S/N: 20852775)"
1	09/09/25	11:00:00	25.040	Registrado				
2	09/09/25	11:30:00	25.283					
3	09/09/25	12:00:00	17.106					
4	09/09/25	12:30:00	23.232					
5	09/09/25	13:00:00	23.376					
6	09/09/25	13:30:00	23.352					
7	09/09/25	14:00:00	23.352					
8	09/09/25	14:30:00	23.304					
9	09/09/25	15:00:00	23.208					
10	09/09/25	15:30:00	23.112					
11	09/09/25	16:00:00	22.633					
12	09/09/25	16:30:00	22.537					
13	09/09/25	17:00:00	22.561					
14	09/09/25	17:30:00	22.537					
15	09/09/25	18:00:00	22.561					
16	09/09/25	18:30:00	22.729					
17	09/09/25	19:00:00	22.872					
18	09/09/25	19:30:00	22.968					
19	09/09/25	20:00:00	22.992					
20	09/09/25	20:30:00	22.944					
21	09/09/25	21:00:00	22.896					
22	09/09/25	21:30:00	22.705					
23	09/09/25	22:00:00	22.753					
24	09/09/25	22:30:00	22.681					
25	09/09/25	23:00:00	22.633					
26	09/09/25	23:30:00	22.537					
27	10/09/25	00:00:00	22.513					
28	10/09/25	00:30:00	22.441					
29	10/09/25	01:00:00	22.513					
30	10/09/25	01:30:00	22.537					
31	10/09/25	02:00:00	22.537					
32	10/09/25	02:30:00	22.537					
33	10/09/25	03:00:00	22.465					
34	10/09/25	03:30:00	22.369					
35	10/09/25	04:00:00	22.321					
36	10/09/25	04:30:00	22.321					
37	10/09/25	05:00:00	22.274					
38	10/09/25	05:30:00	22.202					
39	10/09/25	06:00:00	22.226					
40	10/09/25	06:30:00	22.154					
41	10/09/25	07:00:00	22.321					
42	10/09/25	07:30:00	22.250					
43	10/09/25	08:00:00	22.298					
44	10/09/25	08:30:00	22.393					
45	10/09/25	09:00:00	22.130					
46	10/09/25	09:30:00	22.465					
47	10/09/25	10:00:00	22.369					
48	10/09/25	10:30:00	22.489					
49	10/09/25	11:00:00	22.513					
50	10/09/25	11:30:00	22.489					
51	10/09/25	12:00:00	22.202					
52	10/09/25	12:30:00	22.489					
53	10/09/25	13:00:00	22.465					
54	10/09/25	13:30:00	22.393					
55	10/09/25	14:00:00	22.082					
56	10/09/25	14:30:00	22.034					
57	10/09/25	15:00:00	21.963					
58	10/09/25	15:30:00	22.011					
59	10/09/25	16:00:00	21.987					
60	10/09/25	16:30:00	21.867					
61	10/09/25	17:00:00	21.772					
62	10/09/25	17:30:00	21.724					
63	10/09/25	18:00:00	21.819					
64	10/09/25	18:30:00	21.819					
65	10/09/25	19:00:00	21.748					
66	10/09/25	19:30:00	21.867					
67	10/09/25	20:00:00	21.915					
68	10/09/25	20:30:00	21.867					
69	10/09/25	21:00:00	21.819					
70	10/09/25	21:30:00	21.772					
71	10/09/25	22:00:00	21.724					
72	10/09/25	22:30:00	21.676					
73	10/09/25	23:00:00	21.676					
74	10/09/25	23:30:00	21.509					
75	11/09/25	00:00:00	21.437					
76	11/09/25	00:30:00	21.604					
77	11/09/25	01:00:00	21.581					
78	11/09/25	01:30:00	21.461					
79	11/09/25	02:00:00	20.674					
80	11/09/25	02:30:00	21.127					
81	11/09/25	03:00:00	20.770					
82	11/09/25	03:30:00	20.412					
83	11/09/25	04:00:00	20.603					
