"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21565457, SEN S/N: 21565457, LBL: Porros_40m_09042025)"	"Acoplador separado (LGR S/N: 21565457, SEN S/N: 21565457)"	"Acoplador adjunto (LGR S/N: 21565457, SEN S/N: 21565457)"	"Host conectado (LGR S/N: 21565457, SEN S/N: 21565457)"	"Parado (LGR S/N: 21565457, SEN S/N: 21565457)"	"Final de archivo (LGR S/N: 21565457, SEN S/N: 21565457)"
82	12/04/25	21:00:00	15.819					
83	12/04/25	22:00:00	15.843					
84	12/04/25	23:00:00	15.963					
85	13/04/25	00:00:00	16.010					
86	13/04/25	01:00:00	15.819					
87	13/04/25	02:00:00	15.843					
88	13/04/25	03:00:00	15.867					
89	13/04/25	04:00:00	15.891					
90	13/04/25	05:00:00	15.819					
91	13/04/25	06:00:00	15.939					
92	13/04/25	07:00:00	16.082					
93	13/04/25	08:00:00	16.058					
94	13/04/25	09:00:00	16.034					
95	13/04/25	10:00:00	15.963					
96	13/04/25	11:00:00	16.010					
97	13/04/25	12:00:00	16.082					
98	13/04/25	13:00:00	16.177					
99	13/04/25	14:00:00	16.177					
100	13/04/25	15:00:00	16.201					
101	13/04/25	16:00:00	16.296					
102	13/04/25	17:00:00	16.344					
103	13/04/25	18:00:00	16.392					
104	13/04/25	19:00:00	16.010					
105	13/04/25	20:00:00	16.106					
106	13/04/25	21:00:00	16.177					
107	13/04/25	22:00:00	16.129					
108	13/04/25	23:00:00	16.296					
109	14/04/25	00:00:00	16.177					
110	14/04/25	01:00:00	16.249					
111	14/04/25	02:00:00	16.177					
112	14/04/25	03:00:00	16.058					
113	14/04/25	04:00:00	16.129					
114	14/04/25	05:00:00	16.225					
115	14/04/25	06:00:00	16.249					
116	14/04/25	07:00:00	16.392					
117	14/04/25	08:00:00	16.249					
118	14/04/25	09:00:00	15.915					
119	14/04/25	10:00:00	16.034					
120	14/04/25	11:00:00	16.034					
121	14/04/25	12:00:00	15.915					
122	14/04/25	13:00:00	15.843					
123	14/04/25	14:00:00	15.891					
124	14/04/25	15:00:00	15.891					
125	14/04/25	16:00:00	15.772					
126	14/04/25	17:00:00	15.843					
127	14/04/25	18:00:00	15.772					
128	14/04/25	19:00:00	15.724					
129	14/04/25	20:00:00	15.963					
130	14/04/25	21:00:00	15.963					
131	14/04/25	22:00:00	15.963					
132	14/04/25	23:00:00	15.963					
133	15/04/25	00:00:00	15.915					
134	15/04/25	01:00:00	15.843					
135	15/04/25	02:00:00	15.867					
136	15/04/25	03:00:00	15.915					
137	15/04/25	04:00:00	16.034					
138	15/04/25	05:00:00	15.939					
139	15/04/25	06:00:00	16.010					
140	15/04/25	07:00:00	15.915					
141	15/04/25	08:00:00	15.891					
142	15/04/25	09:00:00	15.915					
143	15/04/25	10:00:00	15.963					
144	15/04/25	11:00:00	15.986					
145	15/04/25	12:00:00	16.058					
146	15/04/25	13:00:00	15.986					
147	15/04/25	14:00:00	15.986					
148	15/04/25	15:00:00	16.034					
149	15/04/25	16:00:00	16.058					
150	15/04/25	17:00:00	16.392					
151	15/04/25	18:00:00	16.106					
152	15/04/25	19:00:00	16.344					
153	15/04/25	20:00:00	16.296					
154	15/04/25	21:00:00	16.082					
155	15/04/25	22:00:00	16.225					
156	15/04/25	23:00:00	16.296					
157	16/04/25	00:00:00	16.368					
158	16/04/25	01:00:00	17.034					
159	16/04/25	02:00:00	16.129					
160	16/04/25	03:00:00	16.582					
161	16/04/25	04:00:00	16.392					
162	16/04/25	05:00:00	16.582					
163	16/04/25	06:00:00	17.106					
164	16/04/25	07:00:00	16.201					
165	16/04/25	08:00:00	16.177					
166	16/04/25	09:00:00	16.058					
167	16/04/25	10:00:00	15.843					
168	16/04/25	11:00:00	15.891					
169	16/04/25	12:00:00	15.891					
170	16/04/25	13:00:00	16.010					
171	16/04/25	14:00:00	16.129					
172	16/04/25	15:00:00	16.034					
173	16/04/25	16:00:00	16.177					
174	16/04/25	17:00:00	16.177					
175	16/04/25	18:00:00	16.153					
176	16/04/25	19:00:00	16.249					
177	16/04/25	20:00:00	16.129					
178	16/04/25	21:00:00	16.082					
179	16/04/25	22:00:00	16.201					
180	16/04/25	23:00:00	16.058					
181	17/04/25	00:00:00	16.010					
182	17/04/25	01:00:00	15.986					
183	17/04/25	02:00:00	16.010					
184	17/04/25	03:00:00	16.034					
185	17/04/25	04:00:00	15.986					
186	17/04/25	05:00:00	15.939					
187	17/04/25	06:00:00	15.939					
188	17/04/25	07:00:00	15.939					
189	17/04/25	08:00:00	15.963					
190	17/04/25	09:00:00	15.963					
191	17/04/25	10:00:00	15.867					
192	17/04/25	11:00:00	15.843					
193	17/04/25	12:00:00	15.963					
194	17/04/25	13:00:00	16.058					
195	17/04/25	14:00:00	15.939					
196	17/04/25	15:00:00	15.963					
197	17/04/25	16:00:00	16.249					
198	17/04/25	17:00:00	16.225					
199	17/04/25	18:00:00	16.201					
200	17/04/25	19:00:00	16.249					
201	17/04/25	20:00:00	16.225					
202	17/04/25	21:00:00	16.296					
203	17/04/25	22:00:00	16.344					
204	17/04/25	23:00:00	16.368					
205	18/04/25	00:00:00	16.392					
206	18/04/25	01:00:00	16.392					
207	18/04/25	02:00:00	16.392					
208	18/04/25	03:00:00	16.415					
209	18/04/25	04:00:00	16.415					
210	18/04/25	05:00:00	16.439					
211	18/04/25	06:00:00	16.463					
212	18/04/25	07:00:00	16.487					
213	18/04/25	08:00:00	16.463					
214	18/04/25	09:00:00	16.463					
215	18/04/25	10:00:00	16.487					
216	18/04/25	11:00:00	16.511					
217	18/04/25	12:00:00	16.534					
218	18/04/25	13:00:00	16.582					
219	18/04/25	14:00:00	16.630					
220	18/04/25	15:00:00	16.677					
221	18/04/25	16:00:00	16.915					
222	18/04/25	17:00:00	16.773					
223	18/04/25	18:00:00	16.773					
224	18/04/25	19:00:00	16.796					
225	18/04/25	20:00:00	16.773					
226	18/04/25	21:00:00	16.749					
227	18/04/25	22:00:00	16.773					
228	18/04/25	23:00:00	16.296					
229	19/04/25	00:00:00	16.320					
230	19/04/25	01:00:00	16.439					
231	19/04/25	02:00:00	16.439					
232	19/04/25	03:00:00	16.487					
233	19/04/25	04:00:00	16.487					
234	19/04/25	05:00:00	16.511					
235	19/04/25	06:00:00	16.534					
236	19/04/25	07:00:00	16.534					
237	19/04/25	08:00:00	16.558					
238	19/04/25	09:00:00	16.558					
239	19/04/25	10:00:00	16.582					
240	19/04/25	11:00:00	16.582					
241	19/04/25	12:00:00	16.630					
242	19/04/25	13:00:00	16.654					
243	19/04/25	14:00:00	16.677					
244	19/04/25	15:00:00	16.701					
245	19/04/25	16:00:00	16.677					
246	19/04/25	17:00:00	16.344					
247	19/04/25	18:00:00	16.225					
248	19/04/25	19:00:00	16.249					
249	19/04/25	20:00:00	16.296					
250	19/04/25	21:00:00	16.368					
251	19/04/25	22:00:00	16.415					
252	19/04/25	23:00:00	16.272					
253	20/04/25	00:00:00	15.915					
254	20/04/25	01:00:00	16.415					
255	20/04/25	02:00:00	15.963					
256	20/04/25	03:00:00	16.272					
257	20/04/25	04:00:00	16.463					
258	20/04/25	05:00:00	16.511					
259	20/04/25	06:00:00	16.296					
260	20/04/25	07:00:00	16.463					
261	20/04/25	08:00:00	16.511					
262	20/04/25	09:00:00	16.392					
263	20/04/25	10:00:00	16.201					
264	20/04/25	11:00:00	16.106					
265	20/04/25	12:00:00	16.201					
266	20/04/25	13:00:00	16.344					
267	20/04/25	14:00:00	16.320					
268	20/04/25	15:00:00	16.487					
269	20/04/25	16:00:00	16.344					
270	20/04/25	17:00:00	16.463					
271	20/04/25	18:00:00	16.320					
272	20/04/25	19:00:00	16.153					
273	20/04/25	20:00:00	15.963					
274	20/04/25	21:00:00	15.986					
275	20/04/25	22:00:00	16.082					
276	20/04/25	23:00:00	15.772					
277	21/04/25	00:00:00	15.843					
278	21/04/25	01:00:00	15.891					
279	21/04/25	02:00:00	16.201					
280	21/04/25	03:00:00	16.296					
281	21/04/25	04:00:00	16.201					
282	21/04/25	05:00:00	16.106					
283	21/04/25	06:00:00	16.201					
284	21/04/25	07:00:00	16.320					
285	21/04/25	08:00:00	16.296					
286	21/04/25	09:00:00	16.582					
287	21/04/25	10:00:00	16.201					
288	21/04/25	11:00:00	16.082					
289	21/04/25	12:00:00	16.129					
290	21/04/25	13:00:00	16.153					
291	21/04/25	14:00:00	16.201					
292	21/04/25	15:00:00	16.249					
293	21/04/25	16:00:00	16.201					
294	21/04/25	17:00:00	16.129					
295	21/04/25	18:00:00	16.129					
296	21/04/25	19:00:00	16.344					
297	21/04/25	20:00:00	16.249					
298	21/04/25	21:00:00	16.272					
299	21/04/25	22:00:00	16.344					
300	21/04/25	23:00:00	16.010					
301	22/04/25	00:00:00	15.939					
302	22/04/25	01:00:00	15.891					
303	22/04/25	02:00:00	15.891					
304	22/04/25	03:00:00	15.891					
305	22/04/25	04:00:00	15.867					
306	22/04/25	05:00:00	15.819					
307	22/04/25	06:00:00	15.796					
308	22/04/25	07:00:00	15.652					
309	22/04/25	08:00:00	16.010					
310	22/04/25	09:00:00	15.867					
311	22/04/25	10:00:00	16.034					
312	22/04/25	11:00:00	16.010					
313	22/04/25	12:00:00	15.939					
314	22/04/25	13:00:00	15.915					
315	22/04/25	14:00:00	15.915					
316	22/04/25	15:00:00	16.272					
317	22/04/25	16:00:00	16.344					
318	22/04/25	17:00:00	16.368					
319	22/04/25	18:00:00	16.153					
320	22/04/25	19:00:00	16.249					
321	22/04/25	20:00:00	16.034					
322	22/04/25	21:00:00	15.843					
323	22/04/25	22:00:00	16.106					
324	22/04/25	23:00:00	16.058					
325	23/04/25	00:00:00	15.891					
326	23/04/25	01:00:00	16.296					
327	23/04/25	02:00:00	16.272					
328	23/04/25	03:00:00	16.249					
329	23/04/25	04:00:00	16.296					
330	23/04/25	05:00:00	16.201					
331	23/04/25	06:00:00	16.296					
332	23/04/25	07:00:00	16.296					
333	23/04/25	08:00:00	16.082					
334	23/04/25	09:00:00	16.034					
335	23/04/25	10:00:00	15.867					
336	23/04/25	11:00:00	15.915					
337	23/04/25	12:00:00	15.772					
338	23/04/25	13:00:00	15.748					
339	23/04/25	14:00:00	15.748					
340	23/04/25	15:00:00	15.676					
341	23/04/25	16:00:00	15.676					
342	23/04/25	17:00:00	15.676					
343	23/04/25	18:00:00	15.581					
344	23/04/25	19:00:00	15.605					
345	23/04/25	20:00:00	15.581					
346	23/04/25	21:00:00	15.581					
347	23/04/25	22:00:00	15.724					
348	23/04/25	23:00:00	15.724					
349	24/04/25	00:00:00	15.676					
350	24/04/25	01:00:00	15.676					
351	24/04/25	02:00:00	15.652					
352	24/04/25	03:00:00	15.676					
353	24/04/25	04:00:00	15.700					
354	24/04/25	05:00:00	15.724					
355	24/04/25	06:00:00	15.724					
356	24/04/25	07:00:00	15.724					
357	24/04/25	08:00:00	15.700					
358	24/04/25	09:00:00	15.724					
359	24/04/25	10:00:00	15.796					
360	24/04/25	11:00:00	15.796					
361	24/04/25	12:00:00	15.819					
362	24/04/25	13:00:00	15.724					
363	24/04/25	14:00:00	15.676					
364	24/04/25	15:00:00	15.652					
365	24/04/25	16:00:00	15.724					
366	24/04/25	17:00:00	15.533					
367	24/04/25	18:00:00	15.366					
368	24/04/25	19:00:00	15.103					
369	24/04/25	20:00:00	14.984					
370	24/04/25	21:00:00	14.840					
371	24/04/25	22:00:00	14.768					
372	24/04/25	23:00:00	14.768					
373	25/04/25	00:00:00	14.792					
374	25/04/25	01:00:00	14.864					
375	25/04/25	02:00:00	14.840					
376	25/04/25	03:00:00	14.864					
377	25/04/25	04:00:00	14.936					
378	25/04/25	05:00:00	14.984					
379	25/04/25	06:00:00	14.984					
380	25/04/25	07:00:00	15.103					
381	25/04/25	08:00:00	15.151					
382	25/04/25	09:00:00	15.247					
383	25/04/25	10:00:00	15.438					
384	25/04/25	11:00:00	15.414					
385	25/04/25	12:00:00	15.342					
386	25/04/25	13:00:00	15.676					
387	25/04/25	14:00:00	15.748					
388	25/04/25	15:00:00	16.106					
389	25/04/25	16:00:00	16.106					
390	25/04/25	17:00:00	16.058					
391	25/04/25	18:00:00	16.249					
392	25/04/25	19:00:00	16.010					
393	25/04/25	20:00:00	15.915					
394	25/04/25	21:00:00	15.963					
395	25/04/25	22:00:00	15.986					
396	25/04/25	23:00:00	15.605					
397	26/04/25	00:00:00	16.058					
398	26/04/25	01:00:00	16.796					
399	26/04/25	02:00:00	16.939					
400	26/04/25	03:00:00	16.939					
401	26/04/25	04:00:00	15.963					
402	26/04/25	05:00:00	15.676					
403	26/04/25	06:00:00	15.772					
404	26/04/25	07:00:00	15.819					
405	26/04/25	08:00:00	15.986					
406	26/04/25	09:00:00	15.963					
407	26/04/25	10:00:00	16.106					
408	26/04/25	11:00:00	16.320					
409	26/04/25	12:00:00	15.915					
410	26/04/25	13:00:00	15.819					
411	26/04/25	14:00:00	15.796					
412	26/04/25	15:00:00	15.796					
413	26/04/25	16:00:00	15.796					
414	26/04/25	17:00:00	15.796					
415	26/04/25	18:00:00	15.796					
416	26/04/25	19:00:00	15.843					
417	26/04/25	20:00:00	15.915					
418	26/04/25	21:00:00	15.963					
419	26/04/25	22:00:00	15.963					
420	26/04/25	23:00:00	15.986					
421	27/04/25	00:00:00	15.939					
422	27/04/25	01:00:00	15.915					
423	27/04/25	02:00:00	15.891					
424	27/04/25	03:00:00	15.843					
425	27/04/25	04:00:00	15.819					
426	27/04/25	05:00:00	15.772					
427	27/04/25	06:00:00	15.772					
428	27/04/25	07:00:00	15.772					
429	27/04/25	08:00:00	15.796					
430	27/04/25	09:00:00	15.819					
431	27/04/25	10:00:00	15.796					
432	27/04/25	11:00:00	15.796					
433	27/04/25	12:00:00	15.748					
434	27/04/25	13:00:00	15.796					
435	27/04/25	14:00:00	15.819					
436	27/04/25	15:00:00	15.748					
437	27/04/25	16:00:00	15.581					
438	27/04/25	17:00:00	15.652					
439	27/04/25	18:00:00	15.772					
440	27/04/25	19:00:00	15.557					
441	27/04/25	20:00:00	15.724					
442	27/04/25	21:00:00	15.748					
443	27/04/25	22:00:00	15.748					
444	27/04/25	23:00:00	15.629					
445	28/04/25	00:00:00	15.533					
446	28/04/25	01:00:00	15.533					
447	28/04/25	02:00:00	15.557					
448	28/04/25	03:00:00	15.557					
449	28/04/25	04:00:00	15.509					
450	28/04/25	05:00:00	15.509					
451	28/04/25	06:00:00	15.533					
452	28/04/25	07:00:00	15.533					
453	28/04/25	08:00:00	15.605					
454	28/04/25	09:00:00	15.700					
455	28/04/25	10:00:00	15.724					
456	28/04/25	11:00:00	15.605					
457	28/04/25	12:00:00	15.629					
458	28/04/25	13:00:00	15.652					
459	28/04/25	14:00:00	15.700					
460	28/04/25	15:00:00	15.724					
461	28/04/25	16:00:00	15.724					
462	28/04/25	17:00:00	15.748					
463	28/04/25	18:00:00	15.796					
464	28/04/25	19:00:00	15.652					
465	28/04/25	20:00:00	15.796					
466	28/04/25	21:00:00	15.843					
467	28/04/25	22:00:00	15.915					
468	28/04/25	23:00:00	15.843					
469	29/04/25	00:00:00	15.867					
470	29/04/25	01:00:00	16.129					
471	29/04/25	02:00:00	16.129					
472	29/04/25	03:00:00	16.106					
473	29/04/25	04:00:00	15.986					
474	29/04/25	05:00:00	16.058					
475	29/04/25	06:00:00	16.129					
476	29/04/25	07:00:00	16.344					
477	29/04/25	08:00:00	16.487					
478	29/04/25	09:00:00	16.630					
479	29/04/25	10:00:00	16.630					
480	29/04/25	11:00:00	16.677					
481	29/04/25	12:00:00	16.677					
482	29/04/25	13:00:00	16.677					
483	29/04/25	14:00:00	16.677					
484	29/04/25	15:00:00	16.201					
485	29/04/25	16:00:00	15.963					
486	29/04/25	17:00:00	16.058					
487	29/04/25	18:00:00	16.058					
488	29/04/25	19:00:00	16.153					
489	29/04/25	20:00:00	16.201					
490	29/04/25	21:00:00	16.058					
491	29/04/25	22:00:00	15.891					
492	29/04/25	23:00:00	15.963					
493	30/04/25	00:00:00	15.748					
494	30/04/25	01:00:00	15.748					
495	30/04/25	02:00:00	15.796					
496	30/04/25	03:00:00	15.867					
497	30/04/25	04:00:00	15.819					
498	30/04/25	05:00:00	15.963					
499	30/04/25	06:00:00	15.748					
500	30/04/25	07:00:00	15.629					
501	30/04/25	08:00:00	15.867					
502	30/04/25	09:00:00	15.605					
503	30/04/25	10:00:00	15.605					
504	30/04/25	11:00:00	15.772					
505	30/04/25	12:00:00	15.796					
506	30/04/25	13:00:00	15.629					
507	30/04/25	14:00:00	15.652					
508	30/04/25	15:00:00	15.605					
509	30/04/25	16:00:00	15.581					
510	30/04/25	17:00:00	15.485					
511	30/04/25	18:00:00	15.509					
512	30/04/25	19:00:00	15.533					
513	30/04/25	20:00:00	15.605					
514	30/04/25	21:00:00	15.819					
515	30/04/25	22:00:00	15.915					
516	30/04/25	23:00:00	15.843					
517	01/05/25	00:00:00	15.867					
518	01/05/25	01:00:00	15.700					
519	01/05/25	02:00:00	15.843					
520	01/05/25	03:00:00	15.748					
521	01/05/25	04:00:00	15.700					
522	01/05/25	05:00:00	15.748					
523	01/05/25	06:00:00	15.867					
524	01/05/25	07:00:00	15.748					
525	01/05/25	08:00:00	15.772					
526	01/05/25	09:00:00	15.700					
527	01/05/25	10:00:00	15.557					
528	01/05/25	11:00:00	15.581					
529	01/05/25	12:00:00	15.652					
530	01/05/25	13:00:00	15.652					
531	01/05/25	14:00:00	15.700					
532	01/05/25	15:00:00	15.724					
533	01/05/25	16:00:00	15.700					
534	01/05/25	17:00:00	15.700					
535	01/05/25	18:00:00	15.724					
536	01/05/25	19:00:00	15.700					
537	01/05/25	20:00:00	15.819					
538	01/05/25	21:00:00	15.724					
539	01/05/25	22:00:00	15.724					
540	01/05/25	23:00:00	15.891					
541	02/05/25	00:00:00	16.058					
542	02/05/25	01:00:00	16.225					
543	02/05/25	02:00:00	16.153					
544	02/05/25	03:00:00	16.487					
545	02/05/25	04:00:00	16.344					
546	02/05/25	05:00:00	16.439					
547	02/05/25	06:00:00	16.487					
548	02/05/25	07:00:00	16.463					
549	02/05/25	08:00:00	16.582					
550	02/05/25	09:00:00	16.939					
551	02/05/25	10:00:00	17.058					
552	02/05/25	11:00:00	17.177					
553	02/05/25	12:00:00	17.153					
554	02/05/25	13:00:00	16.987					
555	02/05/25	14:00:00	16.225					
556	02/05/25	15:00:00	15.939					
557	02/05/25	16:00:00	15.819					
558	02/05/25	17:00:00	15.819					
559	02/05/25	18:00:00	15.748					
560	02/05/25	19:00:00	15.819					
561	02/05/25	20:00:00	15.939					
562	02/05/25	21:00:00	15.939					
563	02/05/25	22:00:00	15.700					
564	02/05/25	23:00:00	15.772					
565	03/05/25	00:00:00	15.939					
566	03/05/25	01:00:00	16.320					
567	03/05/25	02:00:00	16.296					
568	03/05/25	03:00:00	16.415					
569	03/05/25	04:00:00	16.630					
570	03/05/25	05:00:00	16.582					
571	03/05/25	06:00:00	16.344					
572	03/05/25	07:00:00	16.058					
573	03/05/25	08:00:00	16.773					
574	03/05/25	09:00:00	16.749					
575	03/05/25	10:00:00	16.010					
576	03/05/25	11:00:00	16.058					
577	03/05/25	12:00:00	16.058					
578	03/05/25	13:00:00	15.915					
579	03/05/25	14:00:00	15.819					
580	03/05/25	15:00:00	16.010					
581	03/05/25	16:00:00	16.058					
582	03/05/25	17:00:00	15.986					
583	03/05/25	18:00:00	16.058					
584	03/05/25	19:00:00	16.106					
585	03/05/25	20:00:00	16.225					
586	03/05/25	21:00:00	16.415					
587	03/05/25	22:00:00	16.392					
588	03/05/25	23:00:00	16.106					
589	04/05/25	00:00:00	16.106					
590	04/05/25	01:00:00	16.034					
591	04/05/25	02:00:00	16.010					
592	04/05/25	03:00:00	16.534					
593	04/05/25	04:00:00	17.486					
594	04/05/25	05:00:00	16.034					
595	04/05/25	06:00:00	16.058					
596	04/05/25	07:00:00	16.058					
597	04/05/25	08:00:00	16.249					
598	04/05/25	09:00:00	15.843					
599	04/05/25	10:00:00	15.533					
600	04/05/25	11:00:00	15.461					
601	04/05/25	12:00:00	15.557					
602	04/05/25	13:00:00	15.629					
603	04/05/25	14:00:00	15.533					
604	04/05/25	15:00:00	15.629					
605	04/05/25	16:00:00	15.939					
606	04/05/25	17:00:00	15.796					
607	04/05/25	18:00:00	15.772					
608	04/05/25	19:00:00	15.867					
609	04/05/25	20:00:00	15.700					
610	04/05/25	21:00:00	15.414					
611	04/05/25	22:00:00	15.366					
612	04/05/25	23:00:00	15.509					
613	05/05/25	00:00:00	15.438					
614	05/05/25	01:00:00	15.533					
615	05/05/25	02:00:00	15.438					
616	05/05/25	03:00:00	15.342					
617	05/05/25	04:00:00	15.390					
618	05/05/25	05:00:00	15.557					
619	05/05/25	06:00:00	15.581					
620	05/05/25	07:00:00	15.772					
621	05/05/25	08:00:00	15.676					
622	05/05/25	09:00:00	15.796					
623	05/05/25	10:00:00	15.772					
624	05/05/25	11:00:00	15.748					
625	05/05/25	12:00:00	15.772					
626	05/05/25	13:00:00	15.843					
627	05/05/25	14:00:00	15.915					
628	05/05/25	15:00:00	15.891					
629	05/05/25	16:00:00	15.581					
630	05/05/25	17:00:00	15.676					
631	05/05/25	18:00:00	15.605					
632	05/05/25	19:00:00	15.605					
633	05/05/25	20:00:00	15.509					
634	05/05/25	21:00:00	15.652					
635	05/05/25	22:00:00	15.461					
636	05/05/25	23:00:00	15.581					
637	06/05/25	00:00:00	15.485					
638	06/05/25	01:00:00	15.318					
639	06/05/25	02:00:00	15.342					
640	06/05/25	03:00:00	15.366					
641	06/05/25	04:00:00	15.414					
642	06/05/25	05:00:00	15.438					
643	06/05/25	06:00:00	15.414					
644	06/05/25	07:00:00	15.390					
645	06/05/25	08:00:00	15.342					
646	06/05/25	09:00:00	15.342					
647	06/05/25	10:00:00	15.318					
648	06/05/25	11:00:00	15.175					
649	06/05/25	12:00:00	15.270					
650	06/05/25	13:00:00	15.151					
651	06/05/25	14:00:00	15.008					
652	06/05/25	15:00:00	15.008					
653	06/05/25	16:00:00	15.055					
654	06/05/25	17:00:00	15.055					
655	06/05/25	18:00:00	15.079					
656	06/05/25	19:00:00	15.127					
657	06/05/25	20:00:00	15.103					
658	06/05/25	21:00:00	15.151					
659	06/05/25	22:00:00	14.912					
660	06/05/25	23:00:00	14.960					
661	07/05/25	00:00:00	14.984					
662	07/05/25	01:00:00	15.175					
663	07/05/25	02:00:00	15.223					
664	07/05/25	03:00:00	15.223					
665	07/05/25	04:00:00	15.247					
666	07/05/25	05:00:00	15.270					
667	07/05/25	06:00:00	15.199					
668	07/05/25	07:00:00	15.127					
669	07/05/25	08:00:00	15.151					
670	07/05/25	09:00:00	15.199					
671	07/05/25	10:00:00	15.223					
672	07/05/25	11:00:00	15.461					
673	07/05/25	12:00:00	15.270					
674	07/05/25	13:00:00	15.270					
675	07/05/25	14:00:00	15.294					
676	07/05/25	15:00:00	15.533					
677	07/05/25	16:00:00	15.533					
678	07/05/25	17:00:00	15.509					
679	07/05/25	18:00:00	15.485					
680	07/05/25	19:00:00	15.533					
681	07/05/25	20:00:00	15.652					
682	07/05/25	21:00:00	15.652					
683	07/05/25	22:00:00	15.772					
684	07/05/25	23:00:00	15.748					
685	08/05/25	00:00:00	15.772					
686	08/05/25	01:00:00	15.724					
687	08/05/25	02:00:00	15.748					
688	08/05/25	03:00:00	15.772					
689	08/05/25	04:00:00	15.772					
690	08/05/25	05:00:00	15.724					
691	08/05/25	06:00:00	15.796					
692	08/05/25	07:00:00	15.843					
693	08/05/25	08:00:00	15.915					
694	08/05/25	09:00:00	15.629					
695	08/05/25	10:00:00	15.700					
696	08/05/25	11:00:00	15.843					
697	08/05/25	12:00:00	15.867					
698	08/05/25	13:00:00	15.843					
699	08/05/25	14:00:00	15.915					
700	08/05/25	15:00:00	15.819					
701	08/05/25	16:00:00	15.843					
702	08/05/25	17:00:00	15.819					
703	08/05/25	18:00:00	15.652					
704	08/05/25	19:00:00	15.581					
705	08/05/25	20:00:00	15.533					
706	08/05/25	21:00:00	15.581					
707	08/05/25	22:00:00	15.652					
708	08/05/25	23:00:00	15.772					
709	09/05/25	00:00:00	15.533					
710	09/05/25	01:00:00	15.414					
