"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21565458, SEN S/N: 21565458, LBL: Porros_15m_14072025)"	"Acoplador separado (LGR S/N: 21565458, SEN S/N: 21565458)"	"Acoplador adjunto (LGR S/N: 21565458, SEN S/N: 21565458)"	"Host conectado (LGR S/N: 21565458, SEN S/N: 21565458)"	"Parado (LGR S/N: 21565458, SEN S/N: 21565458)"	"Final de archivo (LGR S/N: 21565458, SEN S/N: 21565458)"
177	21/07/25	20:00:00	23.593					
178	21/07/25	21:00:00	23.569					
179	21/07/25	22:00:00	24.074					
180	21/07/25	23:00:00	23.593					
181	22/07/25	00:00:00	23.328					
182	22/07/25	01:00:00	23.352					
183	22/07/25	02:00:00	22.776					
184	22/07/25	03:00:00	23.064					
185	22/07/25	04:00:00	23.400					
186	22/07/25	05:00:00	23.833					
187	22/07/25	06:00:00	23.905					
188	22/07/25	07:00:00	23.545					
189	22/07/25	08:00:00	23.016					
190	22/07/25	09:00:00	23.713					
191	22/07/25	10:00:00	24.919					
192	22/07/25	11:00:00	25.623					
193	22/07/25	12:00:00	25.841					
194	22/07/25	13:00:00	26.085					
195	22/07/25	14:00:00	25.428					
196	22/07/25	15:00:00	24.895					
197	22/07/25	16:00:00	24.581					
198	22/07/25	17:00:00	24.484					
199	22/07/25	18:00:00	24.605					
200	22/07/25	19:00:00	23.472					
201	22/07/25	20:00:00	23.497					
202	22/07/25	21:00:00	24.002					
203	22/07/25	22:00:00	24.605					
204	22/07/25	23:00:00	23.545					
205	23/07/25	00:00:00	24.339					
206	23/07/25	01:00:00	24.074					
207	23/07/25	02:00:00	23.954					
208	23/07/25	03:00:00	24.363					
209	23/07/25	04:00:00	24.219					
210	23/07/25	05:00:00	23.713					
211	23/07/25	06:00:00	24.026					
212	23/07/25	07:00:00	24.146					
213	23/07/25	08:00:00	23.809					
214	23/07/25	09:00:00	23.497					
215	23/07/25	10:00:00	23.954					
216	23/07/25	11:00:00	23.761					
217	23/07/25	12:00:00	24.460					
218	23/07/25	13:00:00	24.557					
219	23/07/25	14:00:00	25.016					
220	23/07/25	15:00:00	25.866					
221	23/07/25	16:00:00	25.744					
222	23/07/25	17:00:00	25.720					
223	23/07/25	18:00:00	26.036					
224	23/07/25	19:00:00	25.065					
225	23/07/25	20:00:00	24.460					
226	23/07/25	21:00:00	23.905					
227	23/07/25	22:00:00	23.016					
228	23/07/25	23:00:00	22.896					
229	24/07/25	00:00:00	23.064					
230	24/07/25	01:00:00	22.561					
231	24/07/25	02:00:00	21.915					
232	24/07/25	03:00:00	22.154					
233	24/07/25	04:00:00	22.250					
234	24/07/25	05:00:00	22.226					
235	24/07/25	06:00:00	23.232					
236	24/07/25	07:00:00	23.809					
237	24/07/25	08:00:00	24.219					
238	24/07/25	09:00:00	24.291					
239	24/07/25	10:00:00	24.702					
240	24/07/25	11:00:00	24.557					
241	24/07/25	12:00:00	24.823					
242	24/07/25	13:00:00	24.823					
243	24/07/25	14:00:00	24.944					
244	24/07/25	15:00:00	24.484					
245	24/07/25	16:00:00	23.737					
246	24/07/25	17:00:00	23.521					
247	24/07/25	18:00:00	23.352					
248	24/07/25	19:00:00	22.585					
249	24/07/25	20:00:00	22.154					
250	24/07/25	21:00:00	21.581					
251	24/07/25	22:00:00	22.058					
252	24/07/25	23:00:00	22.345					
253	25/07/25	00:00:00	22.513					
254	25/07/25	01:00:00	22.202					
255	25/07/25	02:00:00	21.342					
256	25/07/25	03:00:00	22.226					
257	25/07/25	04:00:00	22.441					
258	25/07/25	05:00:00	21.223					
259	25/07/25	06:00:00	21.008					
260	25/07/25	07:00:00	22.393					
261	25/07/25	08:00:00	22.154					
262	25/07/25	09:00:00	22.034					
263	25/07/25	10:00:00	21.819					
264	25/07/25	11:00:00	22.633					
265	25/07/25	12:00:00	22.896					
266	25/07/25	13:00:00	22.944					
267	25/07/25	14:00:00	22.753					
268	25/07/25	15:00:00	23.184					
269	25/07/25	16:00:00	23.593					
270	25/07/25	17:00:00	23.689					
271	25/07/25	18:00:00	23.352					
272	25/07/25	19:00:00	23.328					
273	25/07/25	20:00:00	23.304					
274	25/07/25	21:00:00	23.208					
275	25/07/25	22:00:00	23.160					
276	25/07/25	23:00:00	23.448					
277	26/07/25	00:00:00	24.002					
278	26/07/25	01:00:00	23.978					
279	26/07/25	02:00:00	23.665					
280	26/07/25	03:00:00	24.195					
281	26/07/25	04:00:00	24.412					
282	26/07/25	05:00:00	25.137					
283	26/07/25	06:00:00	25.234					
284	26/07/25	07:00:00	24.823					
285	26/07/25	08:00:00	24.557					
286	26/07/25	09:00:00	24.581					
287	26/07/25	10:00:00	24.702					
288	26/07/25	11:00:00	24.750					
289	26/07/25	12:00:00	24.726					
290	26/07/25	13:00:00	24.750					
291	26/07/25	14:00:00	25.453					
292	26/07/25	15:00:00	24.823					
293	26/07/25	16:00:00	24.895					
294	26/07/25	17:00:00	25.258					
295	26/07/25	18:00:00	25.113					
296	26/07/25	19:00:00	25.210					
297	26/07/25	20:00:00	25.380					
298	26/07/25	21:00:00	25.647					
299	26/07/25	22:00:00	26.085					
300	26/07/25	23:00:00	26.207					
301	27/07/25	00:00:00	26.231					
302	27/07/25	01:00:00	26.329					
303	27/07/25	02:00:00	26.182					
304	27/07/25	03:00:00	26.109					
305	27/07/25	04:00:00	26.061					
306	27/07/25	05:00:00	26.109					
307	27/07/25	06:00:00	26.134					
308	27/07/25	07:00:00	26.207					
309	27/07/25	08:00:00	26.036					
310	27/07/25	09:00:00	25.987					
311	27/07/25	10:00:00	26.085					
312	27/07/25	11:00:00	26.036					
313	27/07/25	12:00:00	26.085					
314	27/07/25	13:00:00	26.182					
315	27/07/25	14:00:00	26.158					
316	27/07/25	15:00:00	26.134					
317	27/07/25	16:00:00	26.207					
318	27/07/25	17:00:00	26.158					
319	27/07/25	18:00:00	26.158					
320	27/07/25	19:00:00	26.182					
321	27/07/25	20:00:00	26.231					
322	27/07/25	21:00:00	26.329					
323	27/07/25	22:00:00	26.402					
324	27/07/25	23:00:00	26.451					
325	28/07/25	00:00:00	26.500					
326	28/07/25	01:00:00	26.549					
327	28/07/25	02:00:00	26.500					
328	28/07/25	03:00:00	26.475					
329	28/07/25	04:00:00	26.475					
330	28/07/25	05:00:00	26.182					
331	28/07/25	06:00:00	26.378					
332	28/07/25	07:00:00	26.451					
333	28/07/25	08:00:00	26.475					
334	28/07/25	09:00:00	26.500					
335	28/07/25	10:00:00	26.231					
336	28/07/25	11:00:00	25.841					
337	28/07/25	12:00:00	26.329					
338	28/07/25	13:00:00	26.304					
339	28/07/25	14:00:00	25.477					
340	28/07/25	15:00:00	25.210					
341	28/07/25	16:00:00	25.574					
342	28/07/25	17:00:00	25.428					
343	28/07/25	18:00:00	24.919					
344	28/07/25	19:00:00	25.065					
345	28/07/25	20:00:00	24.823					
346	28/07/25	21:00:00	24.847					
347	28/07/25	22:00:00	24.315					
348	28/07/25	23:00:00	24.002					
349	29/07/25	00:00:00	22.369					
350	29/07/25	01:00:00	22.561					
351	29/07/25	02:00:00	22.729					
352	29/07/25	03:00:00	22.633					
353	29/07/25	04:00:00	22.800					
354	29/07/25	05:00:00	22.489					
355	29/07/25	06:00:00	21.581					
356	29/07/25	07:00:00	22.226					
357	29/07/25	08:00:00	22.513					
358	29/07/25	09:00:00	22.011					
359	29/07/25	10:00:00	22.705					
360	29/07/25	11:00:00	21.867					
361	29/07/25	12:00:00	21.390					
362	29/07/25	13:00:00	22.729					
363	29/07/25	14:00:00	22.968					
364	29/07/25	15:00:00	22.082					
365	29/07/25	16:00:00	21.270					
366	29/07/25	17:00:00	20.936					
367	29/07/25	18:00:00	21.199					
368	29/07/25	19:00:00	20.889					
369	29/07/25	20:00:00	20.460					
370	29/07/25	21:00:00	20.150					
371	29/07/25	22:00:00	19.579					
372	29/07/25	23:00:00	19.389					
373	30/07/25	00:00:00	19.365					
374	30/07/25	01:00:00	19.341					
375	30/07/25	02:00:00	19.365					
376	30/07/25	03:00:00	19.436					
377	30/07/25	04:00:00	21.342					
378	30/07/25	05:00:00	23.978					
379	30/07/25	06:00:00	24.339					
380	30/07/25	07:00:00	23.930					
381	30/07/25	08:00:00	23.617					
382	30/07/25	09:00:00	23.545					
383	30/07/25	10:00:00	23.593					
384	30/07/25	11:00:00	23.569					
385	30/07/25	12:00:00	23.497					
386	30/07/25	13:00:00	23.617					
387	30/07/25	14:00:00	23.881					
388	30/07/25	15:00:00	23.954					
389	30/07/25	16:00:00	23.809					
390	30/07/25	17:00:00	23.472					
391	30/07/25	18:00:00	23.617					
392	30/07/25	19:00:00	23.905					
393	30/07/25	20:00:00	24.074					
394	30/07/25	21:00:00	23.833					
395	30/07/25	22:00:00	23.905					
396	30/07/25	23:00:00	24.074					
397	31/07/25	00:00:00	24.050					
398	31/07/25	01:00:00	24.026					
399	31/07/25	02:00:00	23.954					
400	31/07/25	03:00:00	23.881					
401	31/07/25	04:00:00	24.315					
402	31/07/25	05:00:00	24.532					
403	31/07/25	06:00:00	24.315					
404	31/07/25	07:00:00	24.195					
405	31/07/25	08:00:00	24.122					
406	31/07/25	09:00:00	24.050					
407	31/07/25	10:00:00	24.098					
408	31/07/25	11:00:00	24.146					
409	31/07/25	12:00:00	24.026					
410	31/07/25	13:00:00	24.074					
411	31/07/25	14:00:00	24.050					
412	31/07/25	15:00:00	24.074					
413	31/07/25	16:00:00	24.050					
414	31/07/25	17:00:00	24.050					
415	31/07/25	18:00:00	24.146					
416	31/07/25	19:00:00	24.412					
417	31/07/25	20:00:00	24.388					
418	31/07/25	21:00:00	24.363					
419	31/07/25	22:00:00	24.557					
420	31/07/25	23:00:00	24.484					
421	01/08/25	00:00:00	24.388					
422	01/08/25	01:00:00	24.388					
423	01/08/25	02:00:00	24.363					
424	01/08/25	03:00:00	24.412					
425	01/08/25	04:00:00	24.339					
426	01/08/25	05:00:00	24.315					
427	01/08/25	06:00:00	24.339					
428	01/08/25	07:00:00	24.460					
429	01/08/25	08:00:00	24.653					
430	01/08/25	09:00:00	24.823					
431	01/08/25	10:00:00	24.871					
432	01/08/25	11:00:00	25.040					
433	01/08/25	12:00:00	25.113					
434	01/08/25	13:00:00	25.210					
435	01/08/25	14:00:00	25.113					
436	01/08/25	15:00:00	24.992					
437	01/08/25	16:00:00	24.992					
438	01/08/25	17:00:00	24.992					
439	01/08/25	18:00:00	24.992					
440	01/08/25	19:00:00	25.016					
441	01/08/25	20:00:00	24.944					
442	01/08/25	21:00:00	24.992					
443	01/08/25	22:00:00	24.944					
444	01/08/25	23:00:00	24.968					
445	02/08/25	00:00:00	24.944					
446	02/08/25	01:00:00	24.919					
447	02/08/25	02:00:00	24.968					
448	02/08/25	03:00:00	25.016					
449	02/08/25	04:00:00	24.944					
450	02/08/25	05:00:00	24.871					
451	02/08/25	06:00:00	24.605					
452	02/08/25	07:00:00	24.629					
453	02/08/25	08:00:00	24.677					
454	02/08/25	09:00:00	24.774					
455	02/08/25	10:00:00	24.871					
456	02/08/25	11:00:00	24.871					
457	02/08/25	12:00:00	24.750					
458	02/08/25	13:00:00	24.895					
459	02/08/25	14:00:00	25.065					
460	02/08/25	15:00:00	24.944					
461	02/08/25	16:00:00	24.629					
462	02/08/25	17:00:00	23.978					
463	02/08/25	18:00:00	24.122					
464	02/08/25	19:00:00	24.146					
465	02/08/25	20:00:00	24.146					
466	02/08/25	21:00:00	24.171					
467	02/08/25	22:00:00	24.171					
468	02/08/25	23:00:00	24.267					
469	03/08/25	00:00:00	24.050					
470	03/08/25	01:00:00	24.074					
471	03/08/25	02:00:00	24.074					
472	03/08/25	03:00:00	24.243					
473	03/08/25	04:00:00	24.460					
474	03/08/25	05:00:00	24.726					
475	03/08/25	06:00:00	24.895					
476	03/08/25	07:00:00	24.629					
477	03/08/25	08:00:00	24.677					
478	03/08/25	09:00:00	25.040					
479	03/08/25	10:00:00	24.798					
480	03/08/25	11:00:00	24.992					
481	03/08/25	12:00:00	24.798					
482	03/08/25	13:00:00	25.016					
483	03/08/25	14:00:00	24.895					
484	03/08/25	15:00:00	24.919					
485	03/08/25	16:00:00	24.944					
486	03/08/25	17:00:00	24.992					
487	03/08/25	18:00:00	24.847					
488	03/08/25	19:00:00	24.847					
489	03/08/25	20:00:00	24.653					
490	03/08/25	21:00:00	24.653					
491	03/08/25	22:00:00	24.677					
492	03/08/25	23:00:00	24.798					
493	04/08/25	00:00:00	24.726					
494	04/08/25	01:00:00	24.774					
495	04/08/25	02:00:00	24.798					
496	04/08/25	03:00:00	24.992					
497	04/08/25	04:00:00	24.992					
498	04/08/25	05:00:00	24.992					
499	04/08/25	06:00:00	24.992					
500	04/08/25	07:00:00	25.016					
501	04/08/25	08:00:00	24.944					
502	04/08/25	09:00:00	24.968					
503	04/08/25	10:00:00	24.968					
504	04/08/25	11:00:00	24.992					
505	04/08/25	12:00:00	24.992					
506	04/08/25	13:00:00	25.016					
507	04/08/25	14:00:00	25.016					
508	04/08/25	15:00:00	25.016					
509	04/08/25	16:00:00	25.040					
510	04/08/25	17:00:00	25.210					
511	04/08/25	18:00:00	25.137					
512	04/08/25	19:00:00	25.137					
513	04/08/25	20:00:00	25.355					
514	04/08/25	21:00:00	25.162					
515	04/08/25	22:00:00	25.089					
516	04/08/25	23:00:00	25.283					
517	05/08/25	00:00:00	25.113					
518	05/08/25	01:00:00	25.089					
519	05/08/25	02:00:00	25.186					
520	05/08/25	03:00:00	25.234					
521	05/08/25	04:00:00	25.234					
522	05/08/25	05:00:00	25.258					
523	05/08/25	06:00:00	25.234					
524	05/08/25	07:00:00	25.234					
525	05/08/25	08:00:00	25.234					
526	05/08/25	09:00:00	25.258					
527	05/08/25	10:00:00	25.283					
528	05/08/25	11:00:00	25.501					
529	05/08/25	12:00:00	25.671					
530	05/08/25	13:00:00	25.768					
531	05/08/25	14:00:00	25.890					
532	05/08/25	15:00:00	25.598					
533	05/08/25	16:00:00	25.501					
534	05/08/25	17:00:00	25.380					
535	05/08/25	18:00:00	25.525					
536	05/08/25	19:00:00	25.598					
537	05/08/25	20:00:00	25.647					
538	05/08/25	21:00:00	25.647					
539	05/08/25	22:00:00	25.647					
540	05/08/25	23:00:00	25.550					
541	06/08/25	00:00:00	25.574					
542	06/08/25	01:00:00	25.598					
543	06/08/25	02:00:00	25.598					
544	06/08/25	03:00:00	25.647					
545	06/08/25	04:00:00	25.647					
546	06/08/25	05:00:00	25.501					
547	06/08/25	06:00:00	25.647					
548	06/08/25	07:00:00	25.137					
549	06/08/25	08:00:00	25.186					
550	06/08/25	09:00:00	25.404					
551	06/08/25	10:00:00	25.525					
552	06/08/25	11:00:00	25.428					
553	06/08/25	12:00:00	25.355					
554	06/08/25	13:00:00	25.671					
555	06/08/25	14:00:00	25.380					
556	06/08/25	15:00:00	25.404					
557	06/08/25	16:00:00	25.380					
558	06/08/25	17:00:00	25.380					
559	06/08/25	18:00:00	25.525					
560	06/08/25	19:00:00	25.477					
561	06/08/25	20:00:00	25.331					
562	06/08/25	21:00:00	25.331					
563	06/08/25	22:00:00	25.234					
564	06/08/25	23:00:00	25.137					
565	07/08/25	00:00:00	25.089					
566	07/08/25	01:00:00	25.089					
567	07/08/25	02:00:00	25.113					
568	07/08/25	03:00:00	25.137					
569	07/08/25	04:00:00	25.137					
570	07/08/25	05:00:00	25.137					
571	07/08/25	06:00:00	25.113					
572	07/08/25	07:00:00	25.137					
573	07/08/25	08:00:00	25.258					
574	07/08/25	09:00:00	25.258					
575	07/08/25	10:00:00	25.258					
576	07/08/25	11:00:00	25.477					
577	07/08/25	12:00:00	25.525					
578	07/08/25	13:00:00	25.477					
579	07/08/25	14:00:00	25.598					
580	07/08/25	15:00:00	25.744					
581	07/08/25	16:00:00	25.477					
582	07/08/25	17:00:00	25.453					
583	07/08/25	18:00:00	25.428					
584	07/08/25	19:00:00	25.355					
585	07/08/25	20:00:00	25.307					
586	07/08/25	21:00:00	25.234					
587	07/08/25	22:00:00	25.283					
588	07/08/25	23:00:00	25.380					
589	08/08/25	00:00:00	25.234					
590	08/08/25	01:00:00	25.258					
591	08/08/25	02:00:00	25.453					
592	08/08/25	03:00:00	25.477					
593	08/08/25	04:00:00	25.404					
594	08/08/25	05:00:00	25.428					
595	08/08/25	06:00:00	25.404					
596	08/08/25	07:00:00	25.428					
597	08/08/25	08:00:00	25.380					
598	08/08/25	09:00:00	25.380					
599	08/08/25	10:00:00	25.453					
600	08/08/25	11:00:00	25.404					
601	08/08/25	12:00:00	25.501					
602	08/08/25	13:00:00	25.623					
603	08/08/25	14:00:00	25.744					
604	08/08/25	15:00:00	25.744					
605	08/08/25	16:00:00	25.866					
606	08/08/25	17:00:00	26.012					
607	08/08/25	18:00:00	26.012					
608	08/08/25	19:00:00	26.061					
609	08/08/25	20:00:00	25.623					
610	08/08/25	21:00:00	25.598					
611	08/08/25	22:00:00	25.647					
612	08/08/25	23:00:00	25.841					
613	09/08/25	00:00:00	25.623					
614	09/08/25	01:00:00	25.817					
615	09/08/25	02:00:00	25.720					
616	09/08/25	03:00:00	25.720					
617	09/08/25	04:00:00	25.671					
618	09/08/25	05:00:00	25.623					
619	09/08/25	06:00:00	25.647					
620	09/08/25	07:00:00	25.647					
621	09/08/25	08:00:00	25.671					
622	09/08/25	09:00:00	25.671					
623	09/08/25	10:00:00	25.671					
624	09/08/25	11:00:00	25.793					
625	09/08/25	12:00:00	25.817					
626	09/08/25	13:00:00	25.793					
627	09/08/25	14:00:00	25.866					
628	09/08/25	15:00:00	26.085					
629	09/08/25	16:00:00	26.256					
630	09/08/25	17:00:00	26.304					
631	09/08/25	18:00:00	26.304					
632	09/08/25	19:00:00	25.963					
633	09/08/25	20:00:00	25.963					
634	09/08/25	21:00:00	25.987					
635	09/08/25	22:00:00	25.866					
636	09/08/25	23:00:00	25.744					
637	10/08/25	00:00:00	25.720					
638	10/08/25	01:00:00	25.744					
639	10/08/25	02:00:00	25.841					
640	10/08/25	03:00:00	25.768					
641	10/08/25	04:00:00	25.841					
642	10/08/25	05:00:00	25.817					
643	10/08/25	06:00:00	25.793					
644	10/08/25	07:00:00	25.793					
645	10/08/25	08:00:00	25.817					
646	10/08/25	09:00:00	25.841					
647	10/08/25	10:00:00	25.841					
648	10/08/25	11:00:00	25.866					
649	10/08/25	12:00:00	25.890					
650	10/08/25	13:00:00	26.012					
651	10/08/25	14:00:00	26.182					
652	10/08/25	15:00:00	26.012					
653	10/08/25	16:00:00	26.012					
654	10/08/25	17:00:00	25.987					
655	10/08/25	18:00:00	25.914					
656	10/08/25	19:00:00	25.866					
657	10/08/25	20:00:00	25.890					
658	10/08/25	21:00:00	25.914					
659	10/08/25	22:00:00	25.890					
660	10/08/25	23:00:00	25.914					
661	11/08/25	00:00:00	26.085					
662	11/08/25	01:00:00	26.304					
663	11/08/25	02:00:00	26.231					
664	11/08/25	03:00:00	26.085					
665	11/08/25	04:00:00	26.012					
666	11/08/25	05:00:00	25.963					
667	11/08/25	06:00:00	26.012					
668	11/08/25	07:00:00	26.061					
669	11/08/25	08:00:00	26.061					
670	11/08/25	09:00:00	26.109					
671	11/08/25	10:00:00	26.012					
672	11/08/25	11:00:00	26.036					
673	11/08/25	12:00:00	26.134					
674	11/08/25	13:00:00	26.256					
675	11/08/25	14:00:00	26.353					
676	11/08/25	15:00:00	26.475					
677	11/08/25	16:00:00	26.353					
678	11/08/25	17:00:00	26.280					
679	11/08/25	18:00:00	26.280					
680	11/08/25	19:00:00	26.378					
681	11/08/25	20:00:00	26.549					
682	11/08/25	21:00:00	26.793					
683	11/08/25	22:00:00	26.891					
684	11/08/25	23:00:00	27.087					
685	12/08/25	00:00:00	26.989					
686	12/08/25	01:00:00	26.646					
687	12/08/25	02:00:00	26.744					
688	12/08/25	03:00:00	26.916					
689	12/08/25	04:00:00	26.940					
690	12/08/25	05:00:00	26.916					
691	12/08/25	06:00:00	26.891					
692	12/08/25	07:00:00	27.063					
693	12/08/25	08:00:00	27.087					
694	12/08/25	09:00:00	27.038					
695	12/08/25	10:00:00	27.087					
696	12/08/25	11:00:00	27.063					
697	12/08/25	12:00:00	27.186					
698	12/08/25	13:00:00	27.210					
699	12/08/25	14:00:00	27.407					
700	12/08/25	15:00:00	27.235					
701	12/08/25	16:00:00	27.136					
702	12/08/25	17:00:00	26.720					
703	12/08/25	18:00:00	26.769					
704	12/08/25	19:00:00	26.720					
705	12/08/25	20:00:00	26.720					
706	12/08/25	21:00:00	26.769					
707	12/08/25	22:00:00	26.744					
708	12/08/25	23:00:00	26.744					
709	13/08/25	00:00:00	26.891					
710	13/08/25	01:00:00	26.916					
