"MAPAMED_ID"	"PARENT_ID"	"WDPA_ID"	"N2000_ID"	"RAMSAR_ID"	"NAME"	"ORIG_NAME"	"DESIG_ENG"	"DESIG"	"DESIG_TYPE"	"DESIG_CAT_ENG"	"SITE_TYPE_ENG"	"PARENT_TYPE_ENG"	"IUCN_CAT_ENG"	"ISO3"	"MSFD_REGION"	"REP_M_AREA"	"GIS_M_AREA"	"REP_AREA"	"GIS_AREA"	"REP_M_PCT"	"GIS_M_PCT"	"STATUS_ENG"	"STATUS_YR"	"GOV_TYPE_ENG"	"MANG_AUTH"	"MANG_PLAN_ENG"	"PLAN_REF"	"GREEN_LIST_ENG"	"WEBSITE"	"GIS_PROVIDER"	"GIS_UPDATE"	"GIS_LOG"
1672		555635571	GR1270015		THALASSIA ZONI CHERSONISOU ATHONA	THALASSIA ZONI CHERSONISOU ATHONA	Proposed Site of Community Importance (Habitats Directive)	Proposed Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 proposed site	Site of conservation interest	Not reported	Not reported	{GRC}	{MAL}	203.04	199.78	203.04	203.2	100	98	Proposed	2011	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR1270015	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
591		555539615	GR1150012		THASOS (OROS YPSARIO KAI PARAKTIA ZONI) KAI NISIDES KOINYRA, XIRONISI	THASOS (OROS YPSARIO KAI PARAKTIA ZONI) KAI NISIDES KOINYRA, XIRONISI	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	34.67	33.16	173.33	173.45	20	19	Designated	2010	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR1150012	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1673	1673	341329			Tsaḯri tou Dímou Epanomís	Τσαΐρι του Δήμου Επανομής	Wildlife Refuge (Greece)	Καταφύγιο άγριας ζωής	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{GRC}	{MAL}	3.42	3.98	8.39	8.4	41	47	Designated	2001	Not reported	Ministry of Environment, Energy and Climate Change - Special Secretariat for Forests	Not reported		Not listed	https://www.protectedplanet.net/341329	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
1674	1674	341871			Tsouráki-Géfyra (Amfípoli)	Τσουράκι-Γέφυρα (Αμφίπολη)	Wildlife Refuge (Greece)	Καταφύγιο άγριας ζωής	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{GRC}	{MAL}		0.09	1.49	1.49	0	6	Designated	1976	Not reported	Not reported	Not reported		Not listed	https://www.protectedplanet.net/341871	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
592		555527133	GR4220012		VOREIA AMORGOS KAI KINAROS, LEVITHA, MAVRA, GLAROS KAI THALASSIA ZONI	VOREIA AMORGOS KAI KINAROS, LEVITHA, MAVRA, GLAROS KAI THALASSIA ZONI	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	27.72	25.04	60.27	60.25	46	42	Designated	2006	Federal or national ministry or agency	Management Agency of Dodecanese Protected Areas and Management Agency of Cyclades Protected Areas	Partially implemented		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR4220012	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
594		555527111	GR4130001		VOREIA CHIOS KAI NISOI OINOUSSES KAI PARAKTIA THALASSIA ZONI	VOREIA CHIOS KAI NISOI OINOUSSES KAI PARAKTIA THALASSIA ZONI	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	41.37	36.56	344.76	344.77	12	11	Designated	2006	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR4130001	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
595		555539742	GR4210003		VOREIA KARPATHOS KAI SARIA KAI PARAKTIA THALASSIA ZONI	VOREIA KARPATHOS KAI SARIA KAI PARAKTIA THALASSIA ZONI	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	51.94	48.31	112.92	112.77	46	43	Designated	2001	Federal or national ministry or agency	Management Agency of Dodecanese Protected Areas	Partially implemented		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR4210003	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
600		555527149	GR4320006		VOREIOANATOLIKO AKRO KRITIS: DIONYSADES, ELASA KAI CHERSONISOS SIDERO (AKRA MAVRO MOURI – VAI – AKRA PLAKAS) KAI THALASSIA ZONI	VOREIOANATOLIKO AKRO KRITIS: DIONYSADES, ELASA KAI CHERSONISOS SIDERO (AKRA MAVRO MOURI – VAI – AKRA PLAKAS) KAI THALASSIA ZONI	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	319.27	316.92	394.16	394.06	81	80	Designated	2006	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR4320006	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
601		555527131	GR4220010		VOREIODYTIKI KYTHNOS: OROS ATHERAS - AKROTIRIO KEFALOS KAI PARAKTIA ZONI	VOREIODYTIKI KYTHNOS: OROS ATHERAS - AKROTIRIO KEFALOS KAI PARAKTIA ZONI	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	7.26	5.58	29.04	29.07	25	19	Designated	2006	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR4220010	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
602		555527122	GR4210011		VRACHONISIA NOTIOU AIGAIOU: VELOPOULA, FALKONERA, ANANES, CHRISTIANA, PACHEIA, FTENO, MAKRA, ASTAKIDONISIA, SYRNA - GYRO NISIA KAI THALASSIA ZONI	VRACHONISIA NOTIOU AIGAIOU: VELOPOULA, FALKONERA, ANANES, CHRISTIANA, PACHEIA, FTENO, MAKRA, ASTAKIDONISIA, SYRNA - GYRO NISIA KAI THALASSIA ZONI	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	26.58	21.9	45.82	45.81	58	48	Designated	2006	Federal or national ministry or agency	Management Agency of Dodecanese Protected Areas	Partially implemented		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR4210011	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
603		555527112	GR4130005		VRACHONISIDES KALOGEROI KAI THALASSIA ZONI	VRACHONISIDES KALOGEROI KAI THALASSIA ZONI	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	17.5	17.51	17.5	17.51	100	100	Designated	2012	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR4130005	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
604		555527097	GR3000004		VRAVRONA - PARAKTIA THALASSIA ZONI	VRAVRONA - PARAKTIA THALASSIA ZONI	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	4.34	3.79	27.12	27.14	16	14	Designated	2006	Not reported	"1. FOREST SERVICE OF PENTELI, 2. CURATOR OF PREHISTORIC AND CLASSIC ANTIQUITIES OF ATTIKI"	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR3000004	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1675	443	341325			Vatátsa - Divári - Órmos Váltou - Drépano, Dímos Igoumenítsas	Βατάτσα - Διβάρι - Όρμος Βάλτου - Δρέπανο, Δήμος Ηγουμενίτσας	Wildlife Refuge (Greece)	Καταφύγιο άγριας ζωής	National	MPA with a national statute	Marine Protected Area	Secondary	IV - Habitat/species management area	{GRC}	{MIC}	3.0	2.5	9.6	9.58	31	26	Designated	2003	Not reported	Ministry of Environment, Energy and Climate Change - Special Secretariat for Forests	Not reported		Not listed	https://www.protectedplanet.net/341325	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
606		555539635	GR1270013		YGROTOPOI NEAS FOKAIAS	YGROTOPOI NEAS FOKAIAS	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	0.55	0.61	4.21	4.21	13	14	Designated	2001	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR1270013	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
607		555539664	GR2120005		YGROTOPOS EKVOLON KALAMA KAI NISOS PRASOUDI	YGROTOPOS EKVOLON KALAMA KAI NISOS PRASOUDI	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MIC}	0.0	13.92	86.43	86.27	0	16	Designated	1997	Not reported	MANAGEMENT BODY OF  STENA KAI EKVOLES POTAMON ACHERONTA KAI KALAMA	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR2120005	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
608		555539725	GR3000016		YGROTOPOS SCHINIA	YGROTOPOS SCHINIA	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{GRC}	{MAL}	3.35	3.09	20.94	20.96	16	15	Designated	2010	Not reported	"1. ORGANISATION OF ATHENS (ORSA), 2. FOREST SERVICE OF KAPANDRITI, 3. MANAGEMENT BODY OF  ETHNIKO PARKO SCHINIA-MARATHONA N. ATTIKIS"	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,GR3000016	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
505	505	392913			Ygrotópon Kotychíou - Strofyliás	Υγροτόπων Κοτυχίου - Στροφυλιάς	National Park (Greece)	Εθνικό Πάρκο	National	MPA with a national statute	Marine Protected Area	Main	VI - Protected area with sustainable use of natural resources	{GRC}	{MIC}	16.45	22.94	159.75	159.67	10	14	Designated	2009	Government-delegated management	Management Body of Kotychi and Strofylia Wetlands & Kyparissian Gulf	Inexistent		Not listed	http://www.strofylianationalpark.gr	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
452	452	349975			Ygrótopoi Amvrakikoú	Υγρότοποι Αμβρακικού	National Park (Greece)	Εθνικό Πάρκο	National	MPA with a national statute	Marine Protected Area	Main	VI - Protected area with sustainable use of natural resources	{GRC}	{MIC}	117.07	61.6	287.63	287.35	41	21	Designated	2008	Government-delegated management	Amvrakikos Gulf-Lefkadas Management Agency	Inexistent		Not listed	https://www.protectedplanet.net/349975	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
1676	1676	341380			Ygrótopoi kai Nísoi Atalánti	Υγρότοποι και Νήσοι Αταλάντη	Wildlife Refuge (Greece)	Καταφύγιο άγριας ζωής	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{GRC}	{MAL}	5.96	6.2	11.27	11.28	53	55	Designated	2006	Not reported	Ministry of Environment, Energy and Climate Change - Special Secretariat for Forests	Not reported		Not listed	https://www.protectedplanet.net/341380	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
1677	1677	341918			Ygrótopos kai aktés Psalídi, Dímos Ko	Υγρότοπος και ακτές Ψαλίδι, Δήμος Κο	Nature Reserve (Greece)	Φυσικό απόθεμα	National	MPA with a national statute	Marine Protected Area	Main	II - National park	{GRC}	{MAL}	0.11	0.1	0.49	0.49	23	20	Designated	2006	Not reported	Ministry of Environment, Energy and Climate Change - Directorate General for the Environment	Not reported		Not listed	https://www.protectedplanet.net/341918	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
609	609	13380			Zákynthos	Ζάκυνθος	National Marine Park (Greece)	Εθνικό Θαλάσσιο Πάρκο	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{GRC}	{MIC}	88.26	86.75	104.33	104.22	85	83	Designated	1999	Government-delegated management	Management Agency of Zakynthos National Marine Park	Partially implemented		Not listed	http://www.nmp-zak.org	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
1627	489	341863			Áxios Délta (Chalástra)	Άξιος Δέλτα (Χαλάστρα)	Wildlife Refuge (Greece)	Καταφύγιο άγριας ζωής	National	MPA with a national statute	Marine Protected Area	Secondary	IV - Habitat/species management area	{GRC}	{MAL}	20.35	19.75	52.05	52.07	39	38	Designated	1988	Not reported	Ministry of Environment, Energy and Climate Change - Special Secretariat for Forests	Not reported		Not listed	https://www.protectedplanet.net/341863	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
485	485	15178			Évros délta	Έβρος δέλτα	National Park (Greece)	Εθνικό Πάρκο	National	MPA with a national statute	Marine Protected Area	Main	VI - Protected area with sustainable use of natural resources	{GRC}	{MAL}	20.76	24.25	128.96	128.97	16	19	Designated	1977	Government-delegated management	Management Body of Evros Delta and Samothraki Proteced Areas is a body supervised by the Ministry, fininced by EU and the Hellenic State and has a multiple role in the area (monitoring, wardening, public awareness, ecotourism, etc.) although with limited responsibilities of managing the protected area.	Inexistent		Not listed	http://www.evros-delta.gr	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
1652	1652	341352			Óros Aigáleo ton Dímon Kamateró, Agías Petroúpolis, Peristéri, Chaïdári, Korydalloú, Aigáleo kai Asprópyrgou	Όρος Αιγάλεω των Δήμων Καματερό, Αγίας Πετρούπολης, Περιστέρι, Χαϊδάρι, Κορυδαλλού, Αιγάλεω και Ασπρόπυργου	Wildlife Refuge (Greece)	Καταφύγιο άγριας ζωής	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{GRC}	{MAL}		0.15	19.53	19.55	0	1	Designated	2001	Not reported	Not reported	Not reported		Not listed	https://www.protectedplanet.net/341352	European Environment Agency	2020-06-17	CDDA_v18_29-05-2020
1740	1740				Jabuka/Pomo Pit	Jabuka/Pomo Pit	Protection of Essential Fish Habitats (EFH)	Protection of Essential Fish Habitats (EFH)	Regional	Fisheries Restricted Area (EFH)	OECM (potential)	Main	Not applicable	{HRV,ITA}	{MAD}	3143.0	3141.57	3143.0	3142.57	100	100	Designated	2018	Not reported	Not reported	Not reported		Not listed	http://www.fao.org/gfcm/data/maps/fras	General Fisheries Commission for the Mediterranean (GFCM)	2020-02-07	Data downloaded from the GFCM website in July 2020 (http://www.fao.org/gfcm/data/map-fisheries-restricted-areas/en).
39		555578752	HR3000431		Akvatorij J od uvale Pržina i S od uvale Bilin žal uz poluotok Ražnjić	Akvatorij J od uvale Pržina i S od uvale Bilin žal uz poluotok Ražnjić	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	1.21	1.03	1.21	1.21	100	85	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000431	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
40		555578721	HR3000170		Akvatorij uz Konavoske stijene	Akvatorij uz Konavoske stijene	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	13.71	12.38	13.71	13.7	100	90	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000170	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
41		555578823	HR5000032		Akvatorij zapadne Istre	Akvatorij zapadne Istre	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	728.12	720.2	728.12	727.43	100	99	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR5000032	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
42		555577746	HR1000032		Akvatorij zapadne Istre	Akvatorij zapadne Istre	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	143.87	135.34	154.7	154.53	93	88	Designated	2013	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR1000032	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
43		555578667	HR3000101		Arkanđel	Arkanđel	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	0.37	0.22	0.37	0.37	100	59	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000101	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
44		555578789	HR3000473		Babuljaši i okolni grebeni	Babuljaši i okolni grebeni	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	2.01	1.97	2.01	2.01	100	98	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000473	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
45		555578798	HR4000007		Badija i otoci oko Korčule	Badija i otoci oko Korčule	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	8.94	8.59	8.94	8.94	100	96	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR4000007	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
47		555578664	HR3000098		Biševo more	Biševo more	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	7.89	7.31	7.89	7.9	100	93	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000098	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
48		555578658	HR3000092		Blitvenica	Blitvenica	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	0.16	0.15	0.16	0.16	100	94	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000092	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
50		555578633	HR3000065		Bonaster - o. Molat	Bonaster - o. Molat	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	1.01	0.84	1.01	1.01	100	83	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000065	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
51		555578691	HR3000127		Brač - podmorje	Brač - podmorje	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	6.84	5.67	6.84	6.84	100	83	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000127	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
52		555578791	HR3000475		Brač - podmorje od Rta Gališnjak do Druge vale	Brač - podmorje od Rta Gališnjak do Druge vale	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	3.47	2.86	3.47	3.47	100	82	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000475	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
53		555578632	HR3000064		Brguljski zaljev - o. Molat	Brguljski zaljev - o. Molat	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	5.12	4.78	5.12	5.12	100	93	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000064	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
54	54	10940			Brijuni	Brijuni	National Park (Croatia)	Nacionalni Park	National	MPA with a national statute	Marine Protected Area	Main	II - National park	{HRV}	{MAD}	26.52	25.56	34.0	33.97	78	75	Designated	1983	Government-delegated management	The public Institution Brijuni National Park has a general manager on field and board of directors (5 members) and they all report to the Ministry of environmental protection and energy.	Partially implemented		Not listed	http://www.np-brijuni.hr	European Environment Agency	2020-06-18	CDDA_v18_29-05-2020
56		555578665	HR3000099		Brusnik i Svetac	Brusnik i Svetac	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	15.01	14.6	15.01	15.01	100	97	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000099	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
59		555578714	HR3000161		Cres - Lošinj	Cres - Lošinj	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	525.75	518.42	525.75	525.55	100	99	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000161	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
60		555578580	HR3000004		Cres - rt Grota - Merag	Cres - rt Grota - Merag	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	3.25	2.63	3.25	3.25	100	81	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000004	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
61		555578581	HR3000005		Cres - rt Pernat - uvala Tiha	Cres - rt Pernat - uvala Tiha	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	6.63	6.0	6.63	6.62	100	91	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000005	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
62		555578582	HR3000007		Cres - rt Suha - rt Meli	Cres - rt Suha - rt Meli	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	75.02	72.89	75.02	74.99	100	97	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000007	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
63		555578696	HR3000133		Crni rat - o. Brač	Crni rat - o. Brač	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	2.86	2.34	2.86	2.86	100	82	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000133	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
64	64	146760			Datule Barbariga	Datule Barbariga	Special Reserve (Croatia)	Posebni Rezervat	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{HRV}	{MAD}	4.18	4.03	4.26	4.25	98	95	Designated	1994	Government-delegated management	Public Institution Natura Histrica	Inexistent		Not listed	https://www.protectedplanet.net/146760	European Environment Agency	2020-06-18	CDDA_v18_29-05-2020
65		555578822	HR5000031		Delta Neretve	Delta Neretve	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	9.53	10.2	238.14	238.15	4	4	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR5000031	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
66		555577745	HR1000031		Delta Neretve	Delta Neretve	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	9.53	10.2	238.14	238.15	4	4	Designated	2013	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR1000031	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
67		555578599	HR3000026		Dolfin i otoci	Dolfin i otoci	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{HRV}	{MAD}	10.97	10.82	10.97	10.97	100	99	Designated	2014	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,HR3000026	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1678	1678	377978			Donji Kamenjak i Medulinski arhipelag	Donji Kamenjak i Medulinski arhipelag	Significant Landscape (Croatia)	Značajni Krajobraz	National	MPA with a national statute	Marine Protected Area	Main	V - Protected landscape/seascape	{HRV}	{MAD}	0.25	0.31	4.24	4.24	6	7	Designated	1973	Not reported	Regional authorities (Counties)	Not reported		Not listed	https://www.protectedplanet.net/377978	European Environment Agency	2020-06-18	CDDA_v18_29-05-2020
