"MAPAMED_ID"	"PARENT_ID"	"WDPA_ID"	"N2000_ID"	"RAMSAR_ID"	"NAME"	"ORIG_NAME"	"DESIG_ENG"	"DESIG"	"DESIG_TYPE"	"DESIG_CAT_ENG"	"SITE_TYPE_ENG"	"PARENT_TYPE_ENG"	"IUCN_CAT_ENG"	"ISO3"	"MSFD_REGION"	"REP_M_AREA"	"GIS_M_AREA"	"REP_AREA"	"GIS_AREA"	"REP_M_PCT"	"GIS_M_PCT"	"STATUS_ENG"	"STATUS_YR"	"GOV_TYPE_ENG"	"MANG_AUTH"	"MANG_PLAN_ENG"	"PLAN_REF"	"GREEN_LIST_ENG"	"WEBSITE"	"GIS_PROVIDER"	"GIS_UPDATE"	"GIS_LOG"
1		900909		1290	Butrint	Butrint	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{ALB}	{MAD,MIC}	29.1	5.52	135.0	146.12	22	4	Designated	2003	Federal or national ministry or agency	Office of Administration and Coordination of Butrint National Park and the Protected Areas Administration	Inexistent		Not listed	https://rsis.ramsar.org/ris/1290	Butrint Coordination and Administration office	2014-01-11	GIS layer digitised by MedPAN on Google Earth, based on the map displayed in the 2010 management plan.
2	2	181966			Butrinti	Butrinti	National Park (Albania)	Parku Kombëtar	National	MPA with a national statute	Marine Protected Area	Main	II - National park	{ALB}	{MAD,MIC}	7.54	7.06	94.24	94.23	8	7	Designated	2000	Federal or national ministry or agency	Butrint Coordination and Administration office	Fully implemented		Not listed	https://www.protectedplanet.net/181966	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
1464	5	555599908			Karaburun Sazan National Marine Park	Karaburun Sazan National Marine Park	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ALB}	{MAD}	124.28	121.66	124.28	124.21	100	98	Adopted	2016	Not reported	National Agency for Protected Areas (NAPA) represented by RAPA Vlore in regional level.	Inexistent		Not listed	http://rac-spa.org/spami	European Environment Agency	2020-06-23	GIS layer identical to that of the National Park (WDPA ID: 555513696)
5	5	555513696			Karaburun-Sazan	Karaburun-Sazan	National Park (Albania)	Parku Kombëtar	National	MPA with a national statute	Marine Protected Area	Main	II - National park	{ALB}	{MAD}	124.28	121.66	124.28	124.22	100	98	Designated	2010	Federal or national ministry or agency	National Agency for Protected Areas (NAPA) represented by RAPA Vlore in regional level.	Partially implemented		Not listed	https://www.protectedplanet.net/555513696	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
1285	1285	11661			Kune-Vain-Tale	Kune-Vain-Tale	Managed Nature Reserve (Albania)	Rezervatit Natyror të Menaxhuar	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ALB}	{MAD}		7.29	43.93	43.92	0	17	Designated	2010	Not reported	National Agency for Protected Areas (NAPA) represented by RAPA Vlore in regional level.	Fully implemented		Not listed	https://www.protectedplanet.net/11661	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
7	7	332698			Lumi i Bunes-Velipoje	Lumi i Bunes-Velipoje	Protected Landscape (Albania)	Peizazh i Mbrojtur	National	MPA with a national statute	Marine Protected Area	Main	V - Protected landscape/seascape	{ALB}	{MAD}		9.47	230.27	230.18	0	4	Designated	2005	Federal or national ministry or agency	National Agency for Protected Areas (NAPA) represented by RAPA Vlore in regional level.	Fully implemented		Not listed	https://www.protectedplanet.net/332698	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
8	8	11663			Patok-Fushekuqe-Ishem	Patok-Fushekuqe-Ishem	Managed Nature Reserve (Albania)	Rezervatit Natyror të Menaxhuar	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{ALB}	{MAD}		8.04	50.01	49.99	0	16	Designated	2010	Not reported	National Agency for Protected Areas (NAPA) represented by RAPA Vlore in regional level.	Fully implemented		Not listed	https://www.protectedplanet.net/11663	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
1354	1354				The Eratosthenes Seamount	The Eratosthenes Seamount	Protection of Vulnerable Marine Ecosystems (VME)	Protection of Vulnerable Marine Ecosystems (VME)	Regional	Fisheries Restricted Area (VME)	OECM (potential)	Main	Not applicable	{CYP,EGY}	{MAL}	10306.0	10306.22	10306.0	10306.25	100	100	Designated	2006	Not reported	Not reported	Not reported		Not listed	http://www.fao.org/gfcm/data/maps/fras	General Fisheries Commission for the Mediterranean (GFCM)	2020-02-07	Data downloaded from the GFCM website in July 2020 (http://www.fao.org/gfcm/data/map-fisheries-restricted-areas/en).
333			CY5000005		AKROTIRIO ASPRO - PETRA ROMIOU	AKROTIRIO ASPRO - PETRA ROMIOU	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{CYP}	{MAL}	21.16	20.55	24.89	24.91	85	82	Designated	2005	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY5000005	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
334		555516669	CY4000010		CHERSONISOS AKAMA	CHERSONISOS AKAMA	Proposed Site of Community Importance (Habitats Directive)	Proposed Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 proposed site	Site of conservation interest	Not reported	Not reported	{CYP}	{MAL}	78.82	77.97	179.14	179.27	44	43	Proposed	2010	Federal or national ministry or agency	Department of Fisheries and Marine Research (only for the marine part) / Department of Environment (for the whole area)	Fully implemented	http://www.moa.gov.cy/moa/environment/environmentnew.nsf/All/523C67F6DE748DDCC22580840032C35A?OpenDocument	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY4000010	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
335			CY3000005		KAVO GKREKO	KAVO GKREKO	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{CYP}	{MAL}	9.57	2.78	18.76	11.82	51	24	Designated	2008	Federal or national ministry or agency	Department of Environment & Department of Fisheries and Marine Research (for the marine part)	Partially implemented		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY3000005	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1576	1576				Kakoskali	Κακοσκάλι	Marine Protected Area (Cyprus)	Θαλάσσια Προστατευόμενη Περιοχή	National	MPA with a national statute	Marine Protected Area	Main	Not assigned	{CYP}	{MAL}	3.79	3.79	3.79	3.79	100	100	Designated	2019	Not reported	Department of Fisheries & Marine Research	Not reported		Not listed		Ministry of Agriculture, Rural Development and Environment	2020-06-16	GIS layer from the Department of Fisheries and Marine Research (DFMR)
1518	1518	555596200			Kavo Gkreko	Κάβο Γκρέκο	Marine Protected Area (Cyprus)	Θαλάσσια Προστατευόμενη Περιοχή	National	MPA with a national statute	Marine Protected Area	Main	Ia - Strict nature reserve	{CYP}	{MAL}	9.62	6.63	9.62	7.16	100	93	Designated	2018	Federal or national ministry or agency	Department of Fisheries and Marine Research	Partially implemented		Not listed	https://www.protectedplanet.net/555596200	Ministry of Agriculture, Rural Development and Environment	2020-06-16	GIS layer from the Department of Fisheries and Marine Research (DFMR)
337	336	555599911			Lara – Toxeftra Turtle Reserve	Lara – Toxeftra Turtle Reserve	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{CYP}	{MAL}	6.0	6.03	7.21	7.22	83	84	Adopted	2013	Not reported	Not reported	Not reported		Not listed	http://rac-spa.org/spami	Ministry of Agriculture, Rural Development and Environment	2021-01-20	GIS layer identical to that of the Marine Protected Area (WDPA ID: 555596198, modified)
336	336	555596198			Lara-Toxeftra	Λάρα Τοξεύτρα	Marine Protected Area (Cyprus)	Θαλάσσια Προστατευόμενη Περιοχή	National	MPA with a national statute	Marine Protected Area	Main	Ia - Strict nature reserve	{CYP}	{MAL}	6.0	6.03	7.21	7.22	83	84	Designated	1989	Federal or national ministry or agency	Department of Fisheries and Marine Research of the Ministry of Agriculture, Rural Development and Environment	Partially implemented		Not listed	https://www.protectedplanet.net/555596198	Ministry of Agriculture, Rural Development and Environment	2021-01-20	GIS layer from the Department of Fisheries and Marine Research (DFMR)
1539	1539				Mpania	Μπάνια	Marine Protected Area (Cyprus)	Θαλάσσια Προστατευόμενη Περιοχή	National	MPA with a national statute	Marine Protected Area	Main	Not assigned	{CYP}	{MAL}	0.1	0.06	0.1	0.09	100	67	Designated	2017	Federal or national ministry or agency	Department of Fisheries and Marine Research	Inexistent		Not listed		Ministry of Agriculture, Rural Development and Environment	2020-06-16	GIS layer from the Department of Fisheries and Marine Research (DFMR)
1577			CY4000024		OCEANID	OCEANID	Proposed Site of Community Importance (Habitats Directive)	Proposed Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 proposed site	Site of conservation interest	Not reported	Not reported	{CYP}	{MAL}	8326.23	8331.62	8326.23	8331.61	100	100	Proposed	2019	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY4000024	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
338		555516662	CY4000001		PERIOCHI POLIS - GIALIA	PERIOCHI POLIS - GIALIA	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{CYP}	{MAL}	16.63	16.93	17.5	17.51	95	97	Designated	2008	Not reported	Department of Fisheries and Marine Research	Fully implemented	http://www.moa.gov.cy/moa/environment/environmentnew.nsf/All/523C67F6DE748DDCC22580840032C35A?OpenDocument	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY4000001	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1540	1540				Peyia sea caves	Θαλάσσιες σπηλιές της Πέγιας	Marine Protected Area (Cyprus)	Θαλάσσια Προστατευόμενη Περιοχή	National	MPA with a national statute	Marine Protected Area	Main	Not assigned	{CYP}	{MAL}	0.52	0.38	0.52	0.51	100	75	Designated	2019	Federal or national ministry or agency	Department of Fisheries and Marine Research	Partially implemented		Not listed		Ministry of Agriculture, Rural Development and Environment	2020-06-16	GIS layer from the Department of Fisheries and Marine Research (DFMR)
1542		555623079	CY3000002		SPA KAVO GKREKO	SPA KAVO GKREKO	Special Protection Area (Birds Directive)	Special Protection Area (Birds Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{CYP}	{MAL}	9.67	9.1	18.96	18.97	51	48	Designated	2007	Federal or national ministry or agency	Department of Environment & Department of Fisheries and Marine Research (for the marine part)	Fully implemented	http://www.moi.gov.cy/moi/Wildlife/wildlife_new.nsf/All/6D33B5DB087AA3C6C22580E60031B10C?OpenDocument	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY3000002	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
339		555516666	CY4000006		THALASSIA PERIOCHI MOULIA	THALASSIA PERIOCHI MOULIA	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{CYP}	{MAL}	2.0	2.0	2.0	2.0	100	100	Designated	2008	Not reported	Department of Environment	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY4000006	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
340		555516661	CY3000006		THALASSIA PERIOCHI NISIA	THALASSIA PERIOCHI NISIA	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{CYP}	{MAL}	1.91	1.76	1.91	1.91	100	92	Designated	2008	Not reported	Department of Fisheries and Marine Research	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY3000006	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
341		555537187	CY4000023		ZONI EIDIKIS PROSTASIAS CHERSONISOS AKAMA	ZONI EIDIKIS PROSTASIAS CHERSONISOS AKAMA	SPA (Birds Directive) + pSCI (Habitats Directive)	SPA (Birds Directive) + pSCI (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{CYP}	{MAL}	79.56	77.97	180.82	180.95	44	43	Designated	2009	Not reported	Game and Fauna Services	Fully implemented	http://www.moi.gov.cy/moi/Wildlife/wildlife_new.nsf/All/6D33B5DB087AA3C6C22580E60031B10C?OpenDocument	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,CY4000023	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
11	11	555599910			Banc des Kabyles Marine Reserve	Banc des Kabyles Marine Reserve	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Main	Not assigned	{DZA}	{MWE}	6.0	4.01	6.0	4.01	100	100	Adopted	2005	Not reported	Not reported	Not reported		Not listed	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/01_banc_kabyles.pdf	Taza National Park		GIS layer digitised by MedPAN from Google Earth. Based on Taza National Park marine area zoning map.
1578	1578	555698157			Cap Lindles	رأس لندلس	Nature Reserve (Algeria)	محمية طبيعية	National	MPA with a national statute	Marine Protected Area	Main	Ia - Strict nature reserve	{DZA}	{MWE}	42.83	42.5	59.15	59.01	72	72	Designated	2019	Federal or national ministry or agency	Ministère de l'Agriculture et du développement Rural	Not reported		Not listed	https://www.protectedplanet.net/555698157	Algérie Direction Générale des Forêts	2020-07-21	WDPA_Jul2020
14		900574		1056	Complexe de zones humides de la plaine de Guerbes-Sanhadja	Complexe de zones humides de la plaine de Guerbes-Sanhadja	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{DZA}	{MWE}	0.0	3.15	421.0	421.01	0	1	Designated	2001	Not reported	Not reported	Not reported		Not listed	https://rsis.ramsar.org/ris/1056	Not Reported	2014-01-01	GIS layer digitised by MedPAN from Google Earth. Based on Atlas des Zones Humides Algériennes d'Importance Internationale (2ème édition).
26	25	555599909			Habibas Islands	Habibas Islands	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{DZA}	{MWE}	26.8	25.57	27.2	26.36	99	97	Adopted	2005	Not reported	National Coastal Commission	Not reported		Candidate	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/02_habibas_island.pdf	Commissariat National du Littoral	2013-01-12	GIS layer identical to that of the Marine Nature Reserve (WDPA ID: 19571)
1579	1579				Ile Plane (Paloma)	جزيرة بالوما	Nature Reserve (Algeria)	محمية طبيعية	National	MPA with a national statute	Marine Protected Area	Main	Not assigned	{DZA}	{MWE}		22.05		22.13		100	Designated	2018	Not reported	Not reported	Not reported		Not listed	https://www.ouestribune-dz.com/fr/lile-paloma-classee-aire-marine-protegee/	SPA/RAC	2020-07-21	GIS layer received from SPA/RAC the 21/07/2020
21		555542733		1961	Ile de Rachgoun	Ile de Rachgoun	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{DZA}	{MWE}	0.4	0.24	0.66	0.65	61	37	Designated	2011	Not reported	Not reported	Inexistent		Not listed	https://rsis.ramsar.org/ris/1961	Ramsar Sites Information Service	2013-01-12	GIS layer digitised by MedPAN from Google Earth. Based on the map provided on Ramsar Sites Database.
25	25	19571			Iles Habibas	جزر حبيباس	Marine Nature Reserve (Algeria)	محمية بحرية طبيعية	National	MPA with a national statute	Marine Protected Area	Main	III - Natural monument or feature	{DZA}	{MWE}	26.8	25.57	27.2	26.36	99	97	Designated	2003	Federal or national ministry or agency	Commissariat National du Littoral	Partially implemented		Not listed	https://www.protectedplanet.net/19571	Commissariat National du Littoral	2013-01-12	GIS layer digitised by MedPAN using Google Earth. Based on the creation decree (n°03-147, 29 March 2003).
33		902851		1424	Réserve Intégrale du Lac El Mellah	Réserve Intégrale du Lac El Mellah	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{DZA}	{MWE}	0.0	4.49	22.57	25.18	0	18	Designated	2004	Not reported	Not reported	Not reported		Not listed	https://rsis.ramsar.org/ris/1424	Ramsar Sites Information Service	2014-01-01	GIS layer digitised by MedPAN from Google Earth. Based on the map provided on Ramsar Sites Database.
1581		901232		1303	Réserve Naturelle du Lac de Béni-Bélaïd	Réserve Naturelle du Lac de Béni-Bélaïd	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{DZA}	{MWE}		3.05	6.0	6.0	0	51	Designated	2003	Not reported	Not reported	Inexistent		Not listed	https://rsis.ramsar.org/ris/1303	Ramsar Sites Information Service	2020-06-22	Ramsar_21-04-2020
34	1580	901233		1304	Réserve Naturelle du Lac de Réghaïa	Réserve Naturelle du Lac de Réghaïa	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Secondary	Not reported	{DZA}	{MWE}	0.0	4.9	8.42	8.42	0	58	Designated	2003	Not reported	Not reported	Not reported		Not listed	https://rsis.ramsar.org/ris/1304	Ramsar Sites Information Service	2013-01-12	GIS layer digitised by MedPAN from Google Earth. Based on the map provided on Ramsar Sites Database.
38		555542683		1898	Vallée de l'oued Soummam	Vallée de l'oued Soummam	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{DZA}	{MWE}	0.0	1.35	124.53	119.75	0	1	Designated	2009	Not reported	Not reported	Not reported		Not listed	https://rsis.ramsar.org/ris/1898	Ramsar Sites Information Service	2013-01-12	GIS layer digitised by MedPAN from Google Earth. Based on the map provided on Ramsar Sites Database.
1353	1353				The Nile delta area cold hydrocarbon seeps	The Nile delta area cold hydrocarbon seeps	Protection of Vulnerable Marine Ecosystems (VME)	Protection of Vulnerable Marine Ecosystems (VME)	Regional	Fisheries Restricted Area (VME)	OECM (potential)	Main	Not applicable	{EGY,ISR}	{MAL}	4377.0	4377.47	4377.0	4382.7	100	100	Designated	2006	Not reported	Not reported	Not reported		Not listed	http://www.fao.org/gfcm/data/maps/fras	General Fisheries Commission for the Mediterranean (GFCM)	2020-02-07	Data downloaded from the GFCM website in July 2020 (http://www.fao.org/gfcm/data/map-fisheries-restricted-areas/en).
353	353	555543026			El-Salum	السلوم	Marine Protected Area (Egypt)	محمية بحرية	National	MPA with a national statute	Marine Protected Area	Main	Not reported	{EGY}	{MAL}	326.91	330.41	380.0	414.51	86	80	Designated	2010	Federal or national ministry or agency	Nature Conservation Sector - Egyptian Environmental Affairs Agency-Ministry of Environment- prime ministry	Inexistent		Not listed	https://www.protectedplanet.net/555543026	Egyptian Environmental Affairs Agency		Egyptian Environmental Affairs Agency (EEAA)
348		17724		407	Lake Bardawil	Lake Bardawil	Ramsar site	Ramsar site	International	Ramsar site	Site of conservation interest	Not reported	Not reported	{EGY}	{MAL}	0.0	493.86	595.0	572.96	0	86	Designated	1988	Not reported	Not reported	Not reported		Not listed	https://rsis.ramsar.org/ris/407	Birdlife International	2015-01-09	GIS layer based on the one provided by Birdlife International (http://www.birdlife.org/) in January 2014 for the Lake Bardawil IBA. It was slightly modified by MedPAN so that it coincides with the polygon of the adjacent Nature Protectorate (Zaranik).
354	354	312966			Zaranik	الزرانيق	Nature Reserve (Egypt)	محمية طبيعية	National	MPA with a national statute	Marine Protected Area	Main	IV - Habitat/species management area	{EGY}	{MAL}	0.0	44.49	250.0	231.95	0	19	Designated	1996	Not reported	Egyptian Environmental Affairs Agency - Nature Conservation Sector	Inexistent		Not listed	https://www.protectedplanet.net/312966	Egyptian Environmental Affairs Agency	2014-01-01	GIS layer digitised by MedPAN using Google Earth. Based on Management Plan for Zaranik Protected Area (2000 - 2010)
966	966				Intercontinental BR of the Mediterranean	Intercontinental BR of the Mediterranean	Biosphere Reserve	Biosphere Reserve	International	Biosphere reserve	Site of conservation interest	Main	Not applicable	{ESP,MAR}	{MWE}	188.55	245.68	8941.35	8826.8	2	3	Designated	2006	Transboundary governance	Comité mixte regroupant des membres représentant le Ministère de l’Environnement Régional de l’Andalousie et le Ministère de l’Environnement de Madrid (Espagne) + le Haut Commissariat aux Eaux et Forêts et à la Lutte contre la Désertification à Rabat et la Direction Régionale des Eaux et Forêts et de la Lutte contre la Désertification du Rif à Tétouan (Maroc) 	Inexistent		Not listed	https://en.unesco.org/biosphere/wnbr/mediterranean	Secretaría General de Pesca (MAPA)		Not Reported
979	979	349187			Acantilados de Maro-Cerro Gordo	Acantilados de Maro-Cerro Gordo	Nature Place (Spain)	Paraje Natural	National	MPA with a national statute	Marine Protected Area	Main	II - National park	{ESP}	{MWE}	15.3	15.09	19.13	19.14	80	79	Designated	1989	Government-delegated management	Consejería de Agricultura, Ganadería, Pesca y Desarrollo Sostenible 	Partially implemented		Not listed	https://www.protectedplanet.net/349187	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
981	979		ES6170002		Acantilados de Maro-Cerro Gordo	Acantilados de Maro-Cerro Gordo	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Secondary	Not reported	{ESP}	{MWE}	15.3	15.09	19.13	19.14	80	79	Designated	2002	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ES6170002	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1083		555523926	ES6140013		Acantilados y Fondos Marinos Tesorillo-Salobreña	Acantilados y Fondos Marinos Tesorillo-Salobreña	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ESP}	{MWE}	10.24	10.0	10.45	10.46	98	96	Designated	2006	Not reported	DIRECCIÓN GENERAL DE GESTIÓN DEL MEDIO NATURAL Y ESPACIOS PROTEGIDOS. CONSEJERÍA DE MEDIO AMBIENTE Y ORDENACIÓN DEL TERRITORIO. JUNTA DE ANDALUCÍA.	Fully implemented	http://juntadeandalucia.es/eboja/2015/193/BOJA15-193-00002-16129-01_00077111.pdf	Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ES6140013	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
983			ES6140014		Acantilados y Fondos Marinos de Calahonda-Castell de Ferro	Acantilados y Fondos Marinos de Calahonda-Castell de Ferro	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ESP}	{MWE}	8.95	8.73	9.73	9.73	92	90	Designated	2006	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ES6140014	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
984			ES6140016		Acantilados y Fondos Marinos de La Punta de La Mona	Acantilados y Fondos Marinos de La Punta de La Mona	Special Area of Conservation (Habitats Directive)	Special Area of Conservation (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Not reported	Not reported	{ESP}	{MWE}	1.21	1.15	1.25	1.25	97	92	Designated	2006	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ES6140016	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
986	985	389077			Aiguamolls de l'Alt Emporda	Aiguamolls de l'Alt Emporda	Plan for Areas of Natural Interest (Spain, Catalonia)	Pla d'Espais d'Interès Natural	National	MPA with a national statute	Marine Protected Area	Secondary	V - Protected landscape/seascape	{ESP}	{MWE}	59.05	59.75	108.96	108.37	54	55	Designated	1992	Not reported	Generalitat de Catalunya - Department of Agriculture, Livestock, Fisheries and Food	Inexistent		Not listed	https://www.protectedplanet.net/389077	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
985	985		ES0000019		Aiguamolls de l'Alt Empordà	Aiguamolls de l'Alt Empordà	SPA (Birds Directive) + SAC (Habitats Directive)	SPA (Birds Directive) + SAC (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Main	Not reported	{ESP}	{MWE}	58.47	59.73	108.28	108.36	54	55	Designated	1988	Not reported	Generalitat de Catalunya - Department of Agriculture, Livestock, Fisheries and Food	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ES0000019	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1101	1102	365006			Alboran Island	Alboran Island	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ESP}	{MWE}	263.7	264.04	263.7	263.97	100	100	Adopted	2007	Not reported	Comunidad Autonoma de Andalucia	Not reported		Not listed	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/13_alboran.pdf	European Environment Agency	2020-06-16	GIS layer identical to that of the Nature Place (WDPA ID: 349166)
987	1102		ES6110015		Alborán	Alborán	Site of Community Importance (Habitats Directive)	Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 site	Marine Protected Area	Secondary	Not reported	{ESP}	{MWE}	263.75	264.11	263.75	263.96	100	100	Designated	2006	Not reported	Not reported	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ES6110015	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
1100	1102	349166			Alborán	Alborán	Nature Place (Spain)	Paraje Natural	National	MPA with a national statute	Marine Protected Area	Secondary	II - National park	{ESP}	{MWE}	263.75	264.04	263.75	263.97	100	100	Designated	2003	Sub-national ministry or agency	Regarding Paraje Natural Isla de Alboran the management organisation depends on General Administration of Nature, Biodiversity and Protected Areas (General Secretary of Environment and Climatic Change) of the Andalucia Government. However this natural área is also a site of the Specially Protected Areas of Mediterranean Importance (SPAMI) Network and a Marine reserve of fishing interest. According to both figures of protection, the management organisation depends on the Ministry for ecological transition and the demographic challenge  (SPAMI) and on the General Secretary of fisheries of the Ministry of agriculture, fisheries and food (Marine reserve of fishing interest).	Inexistent		Not listed	https://www.protectedplanet.net/349166	European Environment Agency	2020-06-16	CDDA_v18_29-05-2020
988		555523717	ES5222007		Alguers de Borriana-Nules-Moncofa	Alguers de Borriana-Nules-Moncofa	Proposed Site of Community Importance (Habitats Directive)	Proposed Site of Community Importance (Habitats Directive)	Regional	Marine Natura 2000 proposed site	Site of conservation interest	Not reported	Not reported	{ESP}	{MWE}	40.82	40.5	40.82	40.79	100	99	Proposed	2001	Not reported	Dirección General de Sostenibilidad de la Costa y del Mar - Ministerio de Agricultura, Alimentación y Medio Ambiente	Not reported		Not listed	https://natura2000.eea.europa.eu/?query=Natura2000Sites_9883_0,SITECODE,ES5222007	European Environment Agency	2020-06-19	N2K_end2019_21-04-2020
990	989	365008			Archipelago of Cabrera National Park	Archipelago of Cabrera National Park	SPAMI	Specially Protected Area of Mediterranean Importance	Regional	SPAMI	Marine Protected Area	Secondary	Not assigned	{ESP}	{MWE}	87.72	86.31	100.87	100.34	87	86	Adopted	2003	Not reported	Illes Balears	Not reported		Not listed	http://www.rac-spa.org/sites/default/files/doc_spamis/spamis/15_cabrera.pdf	Secretaría General de Pesca (MAPA)		GIS layer identical to that of the National Park (WDPA ID: 196045). Extension in the process of validation.
